row#,Name,FIPS,Source,ToxPi Score,Financial Services,"Food, Water, and Waste Management",Energy,Transportation,Communications,Governance
61680,"TX, Atascosa, 48013960600",48013960600,"+28.8045739,-098.5228207",0.648931175204771,0.642040794981153,0.500963648007939,0.458133617134098,0.835787437081227,0.832258803796293,0.624402750227917
61681,"TX, Austin, 48015760100",48015760100,"+29.6617125,-096.1047804",0.555808881079181,0.494112451843436,0.427344365150707,0.543506367055044,0.442044727508663,0.917211397590407,0.510633977326828
61682,"TX, Austin, 48015760200",48015760200,"+29.7838198,-096.1069262",0.690074722824619,0.651075013947092,0.783567401269096,0.543506367055044,0.886515035017885,0.722987451162447,0.55279706849615
61683,"TX, Austin, 48015760300",48015760300,"+29.7925573,-096.2521104",0.647397700251526,0.594771971289396,0.619395042579812,0.458133617134098,0.886515035017885,0.752024682918579,0.573545852569389
61684,"TX, Austin, 48015760400",48015760400,"+29.9608477,-096.4470209",0.679219871916791,0.580049410892503,1,0.490620021418859,0.717327443388402,0.662350984283305,0.624971371517676
61685,"TX, Austin, 48015760501",48015760501,"+30.0308287,-096.2726070",0.597705546168755,0.563900394869409,1,0.458133617134098,0.463289369862916,0.630250231686193,0.470659663459912
61686,"TX, Austin, 48015760502",48015760502,"+29.9392898,-096.1788755",0.604574553064413,0.585622377236043,0.759117571113319,0.458133617134098,0.420537695852173,0.874633941818293,0.52940211523255
61687,"TX, Bailey, 48017950100",48017950100,"+34.0675209,-102.8303446",0.641563745649326,0.467268514838605,0.69715449727681,0.458133617134098,0.847477156778056,0.853071184204542,0.526277503663846
61688,"TX, Bandera, 48019000101",48019000101,"+29.6824133,-099.1349521",0.576435226732476,0.536783753112511,0.759117571113319,0.557297361351628,0.63266307034483,0.500653548316561,0.472096056156005
61689,"TX, Bandera, 48019000102",48019000102,"+29.7834036,-099.0515872",0.711001233960272,0.628825103150173,1,0.482006939994132,0.927057571854974,0.703484925177771,0.524632863584581
61690,"TX, Bandera, 48019000200",48019000200,"+29.7597657,-099.3923979",0.665921707992374,0.57157458628978,1,0.758366497167211,0.487026707105959,0.720718288207091,0.457844169184206
61691,"TX, Bandera, 48019000300",48019000300,"+29.6690170,-098.9230498",0.673405575267337,0.61652541958896,1,0.514995562740067,0.927057571854974,0.492231996748801,0.489622900671221
61692,"TX, Bandera, 48019000400",48019000400,"+29.5802464,-098.9497483",0.744143786078192,0.582968750225537,1,0.758366497167211,0.745057961552835,0.798889551908667,0.579579955614905
61693,"TX, Bastrop, 48021950100",48021950100,"+30.2837407,-097.3403844",0.60318843782534,0.628825103150173,0.298378007487058,0.560095640553943,0.926152279337951,0.571934287998653,0.633745308424262
61694,"TX, Bastrop, 48021950200",48021950200,"+30.3542454,-097.3737427",0.743027402513531,0.765845256205177,0.926495245639536,0.608075352824236,0.874621364363198,0.803928361262746,0.479198834786293
61695,"TX, Bastrop, 48021950300",48021950300,"+30.0824826,-097.4146099",0.622861682060135,0.77811697004823,0.522545596919992,0.582412454963828,0.926152279337951,0.386029241695132,0.54191354939568
61696,"TX, Bastrop, 48021950400",48021950400,"+30.1078302,-097.3091595",0.622308889221801,0.786504389281701,0.583840679850114,0.462161900249206,0.926152279337951,0.497207280694344,0.477986805917495
61697,"TX, Bastrop, 48021950501",48021950501,"+30.2176551,-097.2874520",0.698500243934596,0.546268983783793,0.685612816752855,0.659654832926825,0.926152279337951,0.749225049722341,0.624087501083814
61698,"TX, Bastrop, 48021950502",48021950502,"+30.1495553,-097.1883893",0.652882316687153,0.631010237381486,0.685612816752855,0.612047716361855,0.926152279337951,0.444636345552869,0.617834504735905
61699,"TX, Bastrop, 48021950600",48021950600,"+29.9734654,-097.2290739",0.768083939675565,0.725722695503506,0.926495245639536,0.61922157397181,0.926152279337951,0.804277135843473,0.606634707757115
61700,"TX, Bastrop, 48021950700",48021950700,"+30.0253706,-097.1844320",0.579868989015694,0.615424111936379,0.623649742916347,0.61922157397181,0.513578996325376,0.621746928663763,0.48559258028049
61701,"TX, Bastrop, 48021950801",48021950801,"+30.0544514,-097.5124428",0.750366247879089,0.555278729246342,0.926495245639536,0.61922157397181,0.926152279337951,0.801357201870252,0.673692457208644
61702,"TX, Bastrop, 48021950802",48021950802,"+29.9863967,-097.5023064",0.751368842459484,0.610214751928929,0.926495245639536,0.704594323892756,0.926152279337951,0.68888395763826,0.651872496319474
61703,"TX, Baylor, 48023950300",48023950300,"+33.6181716,-099.1972280",0.723614037491704,0.571399775551275,0.759117571113319,0.633964739620205,0.881420423335877,0.802271326119516,0.693510389210032
61704,"TX, Bee, 48025950100",48025950100,"+28.6034525,-097.9002065",0.652682114666529,0.38350270516177,0.759117571113319,0.712188673357729,0.417680773432326,0.838383084874115,0.805219880059918
61705,"TX, Bee, 48025950201",48025950201,"+28.3280766,-097.5615243",0.629496028588185,0.38350270516177,1,0.653271341686989,0.503523120028789,0.530042188172604,0.706636816478956
61706,"TX, Bee, 48025950202",48025950202,"+28.4270428,-097.6847383",0.807349840332956,0.64438325887712,1,0.653271341686989,0.888144561548527,0.963976349761585,0.694323530123514
61707,"TX, Bee, 48025950300",48025950300,"+28.4206925,-097.7544627",0.685925131543859,0.825259930008263,0.827733805322143,0.653271341686989,0.382973880042392,0.838152050707104,0.588159781496264
61708,"TX, Bee, 48025950400",48025950400,"+28.4029499,-097.7596601",0.675885146842093,0.544262156505756,0.94050880077845,0.74372971425215,0.469904364015793,0.790693511330055,0.566212334170355
61709,"TX, Bee, 48025950500",48025950500,"+28.3915547,-097.7416652",0.80934084732915,0.749430527859556,0.960870115707389,0.712188673357729,0.914833001176823,0.905828326662811,0.612894439210595
61710,"TX, Bee, 48025950600",48025950600,"+28.2168515,-097.6797756",0.733595259466213,0.496521343820035,1,0.712188673357729,0.433193765198634,0.940702053314925,0.818965721105956
61711,"TX, Bell, 48027020100",48027020100,"+31.1339479,-097.2309224",0.655319996945401,0.557257586806219,0.402029876923511,0.687831466650423,0.852446900526681,0.690640318350536,0.741713832415037
61712,"TX, Bell, 48027020201",48027020201,"+31.1257399,-097.4705813",0.544607093747639,0.46500646388235,0.708679403392422,0.586983694262262,0.556629350843983,0.286779087394768,0.663564562710048
61713,"TX, Bell, 48027020202",48027020202,"+31.2238119,-097.4635468",0.646245963844165,0.507020476774646,0.46779697450574,0.687831466650423,0.84405993766782,0.680415231759489,0.690351695706873
61714,"TX, Bell, 48027020300",48027020300,"+31.1446935,-097.4050097",0.638577778042904,0.649781414482155,0.708679403392422,0.537789938899729,0.84405993766782,0.469732747839652,0.621423225975649
61715,"TX, Bell, 48027020401",48027020401,"+31.1468099,-097.3473883",0.658888588088707,0.651760272042032,0.708679403392422,0.687286475917264,0.393665769360252,0.833972242901013,0.677967364919257
61716,"TX, Bell, 48027020402",48027020402,"+31.1257959,-097.2993477",0.711813059524931,0.646715234128777,0.708679403392422,0.773204216571369,0.534205812921196,0.9520745095067,0.655999180629118
61717,"TX, Bell, 48027020500",48027020500,"+31.1211444,-097.3304656",0.634713847111416,0.496521343820035,0.708679403392422,0.773204216571369,0.538501735965884,0.687502694130736,0.603873688788053
61718,"TX, Bell, 48027020600",48027020600,"+31.1154154,-097.3428233",0.614113270269732,0.574913471395226,0.630204398920001,0.687831466650423,0.470563851773624,0.722951894667411,0.59821453821171
61719,"TX, Bell, 48027020701",48027020701,"+31.0981813,-097.3411310",0.605950073610649,0.549898054715157,0.40830577528419,0.773204216571369,0.285411750934692,0.989072181713593,0.62980846244489
61720,"TX, Bell, 48027020702",48027020702,"+31.1006991,-097.3522181",0.650149723850993,0.478078810907755,0.698046750564836,0.825275797298036,0.32552046768755,0.936338021842837,0.637638494804946
61721,"TX, Bell, 48027020800",48027020800,"+31.0543550,-097.3031304",0.735872160096533,0.659172247354645,0.708679403392422,0.832121548242109,0.531140634247608,0.910477202511023,0.773641924831391
61722,"TX, Bell, 48027020900",48027020900,"+31.0546474,-097.3328749",0.707929780614539,0.644883217589244,0.708679403392422,0.832121548242109,0.430434115706154,0.978452637767385,0.653007760989917
61723,"TX, Bell, 48027021000",48027021000,"+31.0807808,-097.3560713",0.651991144840199,0.723684402292537,0.606907266489681,0.763700245520661,0.354957645082347,0.819612712862496,0.643084596793471
61724,"TX, Bell, 48027021100",48027021100,"+31.0854017,-097.3734199",0.682081074993909,0.671699184875914,0.649188204170872,0.729682813737638,0.84405993766782,0.540916347345002,0.656939962166209
61725,"TX, Bell, 48027021201",48027021201,"+31.1159206,-097.3896796",0.602716482825672,0.573532466561036,0.708679403392422,0.670597524996739,0.446385078040099,0.602692161528375,0.614412262435364
61726,"TX, Bell, 48027021202",48027021202,"+31.1023172,-097.3778181",0.593774298003741,0.672318014890222,0.685520021929908,0.647869186972019,0.39321055504287,0.514713316924962,0.649014692262465
61727,"TX, Bell, 48027021203",48027021203,"+31.0790633,-097.4082876",0.559047136717551,0.558823891023224,0.708679403392422,0.606455452381833,0.348519464105194,0.463326062229292,0.668478547173341
61728,"TX, Bell, 48027021301",48027021301,"+31.0583577,-097.3828939",0.593516104426327,0.645939074449815,0.445402866171728,0.550747371637091,0.592910333688421,0.593021906942317,0.733075073668593
61729,"TX, Bell, 48027021302",48027021302,"+31.0695850,-097.3904435",0.564852318062972,0.457311295173359,0.708679403392422,0.517864410359829,0.626339511687798,0.381924849760024,0.696994438004397
61730,"TX, Bell, 48027021303",48027021303,"+31.0508219,-097.3732114",0.606356914864107,0.603799197825795,0.512315398783867,0.562492478049669,0.84405993766782,0.465811750376371,0.649662726481119
61731,"TX, Bell, 48027021400",48027021400,"+31.0068132,-097.3393089",0.60186015067234,0.583230966333294,0.46779697450574,0.671415011096478,0.495651659603816,0.686424430890821,0.706641861603892
61732,"TX, Bell, 48027021500",48027021500,"+31.0147032,-097.4507682",0.650328945555501,0.761639309836747,0.402029876923511,0.623984133921818,0.84405993766782,0.664516281782295,0.605744133200813
61733,"TX, Bell, 48027021601",48027021601,"+31.0620719,-097.4887008",0.575108941195589,0.56532335428084,0.444637593043227,0.639727692754209,0.418264379142172,0.762190483205048,0.62051014474804
61734,"TX, Bell, 48027021602",48027021602,"+31.0742663,-097.4979392",0.602890747743602,0.494112451843436,0.649188204170872,0.753239760121958,0.586864936515269,0.484936854673963,0.649002279136113
61735,"TX, Bell, 48027021700",48027021700,"+31.0970998,-097.4916389",0.647138839397367,0.786581306006643,0.568956874858915,0.566841281655084,0.84405993766782,0.568837662323716,0.547555973872024
61736,"TX, Bell, 48027021800",48027021800,"+31.0573025,-097.5782512",0.654116130394949,0.806950253257248,0.46779697450574,0.656216442997246,0.84405993766782,0.50005911832734,0.649614055614303
61737,"TX, Bell, 48027021901",48027021901,"+31.0768369,-097.6650689",0.488698423267186,0.55556192264272,0.306481981768522,0.546378565745902,0.348847141497048,0.636978999065565,0.537941928883357
61738,"TX, Bell, 48027021903",48027021903,"+31.0580126,-097.6644104",0.546424756673927,0.574228213300286,0.708679403392422,0.489085562971053,0.830465981986907,0.170730714302148,0.505358664090746
61739,"TX, Bell, 48027021904",48027021904,"+31.0394549,-097.6463283",0.63360762390435,0.756422957399757,0.708679403392422,0.536850107941525,0.84405993766782,0.386984399003845,0.568648938020733
61740,"TX, Bell, 48027022000",48027022000,"+31.1099592,-097.6367188",0.713598760093667,0.740557134773041,0.589102953900655,0.694914629414039,0.84405993766782,0.766740723494564,0.646217181311882
61741,"TX, Bell, 48027022101",48027022101,"+31.1251128,-097.6995328",0.546703838137692,0.619972687352279,0.606907266489681,0.691944986031313,0.451122013663872,0.267592232469918,0.642683842819087
61742,"TX, Bell, 48027022103",48027022103,"+31.1337539,-097.6901458",0.613084403779347,0.569169190527951,0.708679403392422,0.672493870302937,0.556110927099442,0.500473928408627,0.671579102944703
61743,"TX, Bell, 48027022104",48027022104,"+31.1194296,-097.6776398",0.636450054803939,0.620766328105092,0.708679403392422,0.655432323677088,0.524803159160947,0.576450569874737,0.732568544613348
61744,"TX, Bell, 48027022105",48027022105,"+31.1262829,-097.6734461",0.592145613109504,0.535783835688262,0.708679403392422,0.768516184040212,0.520377318974815,0.254129179035214,0.765387757526098
61745,"TX, Bell, 48027022200",48027022200,"+31.1114462,-097.6874668",0.625336889949765,0.64298826918385,0.66954951909981,0.646082347496968,0.508099392260032,0.626219033182858,0.659082778475073
61746,"TX, Bell, 48027022300",48027022300,"+31.0956998,-097.6910884",0.634381079315724,0.606547222635094,0.708679403392422,0.598123162978939,0.41334560142396,0.794326682750902,0.685264402713026
61747,"TX, Bell, 48027022401",48027022401,"+31.0926953,-097.7079017",0.61676227329689,0.686502158212519,0.708679403392422,0.500254554104838,0.389227718669206,0.722469651244834,0.693440154157522
61748,"TX, Bell, 48027022402",48027022402,"+31.0383185,-097.6837036",0.495117530954655,0.434061466952192,0.698046750564836,0.523853747294652,0.669819263032591,0.0234455821137687,0.621478375769888
61749,"TX, Bell, 48027022403",48027022403,"+31.0668229,-097.7063014",0.549358808060566,0.573836637246035,0.708679403392422,0.417552748678913,0.51464669661307,0.365000647851909,0.716436714581048
61750,"TX, Bell, 48027022404",48027022404,"+31.0641414,-097.6906892",0.589674728736249,0.670933513841262,0.708679403392422,0.527626435621273,0.830465981986907,0.175108476295547,0.625234561280085
61751,"TX, Bell, 48027022405",48027022405,"+31.0833402,-097.7135584",0.535263687986998,0.51062857041739,0.708679403392422,0.500799544837997,0.384857985724345,0.396156459270177,0.710460164279658
61752,"TX, Bell, 48027022501",48027022501,"+31.1026877,-097.7240921",0.596309460299808,0.651015578296001,0.708679403392422,0.601687847264196,0.380288360047071,0.586078780349072,0.650106792450085
61753,"TX, Bell, 48027022502",48027022502,"+31.0555417,-097.7219662",0.62437628336566,0.715401869502169,0.708679403392422,0.4645832244986,0.859920246339626,0.341744428607231,0.655928527853913
61754,"TX, Bell, 48027022600",48027022600,"+31.1252976,-097.7211449",0.669240724479842,0.804695194730533,0.698046750564836,0.743214075978368,0.394614815959488,0.742858648636347,0.632014861009483
61755,"TX, Bell, 48027022801",48027022801,"+31.1304709,-097.7295046",0.659588413854136,0.553198481458132,0.685520021929908,0.793788679633253,0.434633744371498,0.856125712964191,0.634263842767832
61756,"TX, Bell, 48027022900",48027022900,"+31.1127503,-097.7380873",0.652963154914455,0.654756528100008,0.708679403392422,0.703437001657323,0.379521880824689,0.804661967943472,0.666722147568819
61757,"TX, Bell, 48027023000",48027023000,"+31.0793723,-097.7430914",0.596757210345596,0.727533734754417,0.606907266489681,0.557100424251324,0.859920246339626,0.203710712283607,0.625370877954923
61758,"TX, Bell, 48027023103",48027023103,"+31.0979996,-097.7527409",0.646090333639563,0.696868435005867,0.708679403392422,0.654791076967659,0.413624162637604,0.688773087878103,0.713805835955724
61759,"TX, Bell, 48027023104",48027023104,"+31.1071639,-097.7555167",0.61084183082339,0.670279721679254,0.708679403392422,0.68791872796185,0.426649261483884,0.493132325949485,0.678391544473449
61760,"TX, Bell, 48027023105",48027023105,"+31.0757952,-097.7938819",0.620856543281141,0.68860687950412,0.708679403392422,0.668478734493333,0.830465981986907,0.129709837939106,0.69919842237096
61761,"TX, Bell, 48027023106",48027023106,"+31.1035909,-097.8010808",0.588376039241266,0.507656787862804,0.708679403392422,0.687831466650423,0.830465981986907,0.0835188912819523,0.712103704273089
61762,"TX, Bell, 48027023107",48027023107,"+31.0852887,-097.7577193",0.683509135275219,0.762188215555652,0.708679403392422,0.594193160885746,0.830465981986907,0.482310534595391,0.723217515235199
61763,"TX, Bell, 48027023108",48027023108,"+31.1002619,-097.7768922",0.664028868945699,0.816882999419103,0.708679403392422,0.676586861931562,0.910500083888449,0.173813856310095,0.697710008732564
61764,"TX, Bell, 48027023201",48027023201,"+31.1273291,-097.7554634",0.589316044014275,0.434061466952192,0.708679403392422,0.754969271530249,0.573931256324659,0.34141118577777,0.722843680108356
61765,"TX, Bell, 48027023202",48027023202,"+31.1272653,-097.7767477",0.638464588705942,0.434061466952192,0.708679403392422,0.853952856278404,0.489385207159099,0.52698574207143,0.817722856382103
61766,"TX, Bell, 48027023203",48027023203,"+31.1178379,-097.7559762",0.607306368089854,0.470537475648649,0.708679403392422,0.79285997093491,0.490831766968675,0.45010280872854,0.730826782865929
61767,"TX, Bell, 48027023204",48027023204,"+31.1376073,-097.6690472",0.633253868884132,0.411269642865907,0.708679403392422,0.872688787450261,0.706723997673272,0.354183810466378,0.74597757145655
61768,"TX, Bell, 48027023300",48027023300,"+31.0002918,-097.7953968",0.659084563348466,0.643988186608099,0.708679403392422,0.684305710274678,0.861714182315889,0.311806957031938,0.744012940467772
61769,"TX, Bell, 48027023402",48027023402,"+30.9044780,-097.2971357",0.580201471132074,0.555278729246342,0.383204759145298,0.687831466650423,0.433213656438776,0.78000207809696,0.641678137214647
61770,"TX, Bell, 48027023403",48027023403,"+30.9580001,-097.4871911",0.562824922924249,0.476662843925865,0.708679403392422,0.550775177286742,0.84405993766782,0.244405401236329,0.552366774036314
61771,"TX, Bell, 48027023404",48027023404,"+30.8956117,-097.5574792",0.55939664592882,0.598177284475473,0.46779697450574,0.545013846679056,0.389778340022259,0.715780502108255,0.639832927782133
61772,"TX, Bell, 48027023500",48027023500,"+31.1231022,-097.7334103",0.627667270031075,0.654945323697593,0.698046750564836,0.783509912391362,0.314030362931427,0.683387623870434,0.632083646730798
61773,"TX, Bell, 48027980001",48027980001,"+31.0343851,-097.7885558",0.490378215963653,0.359927728966983,0.708679403392422,0.553731140347691,0.439164463772922,0,0.880766559301902
61774,"TX, Bell, 48027980002",48027980002,"+31.0687797,-097.8290998",0.531111146388494,0.359927728966983,0.708679403392422,0.553731140347691,0.672653706625372,0,0.891674898998499
61775,"TX, Bell, 48027980003",48027980003,"+31.1615556,-097.5991695",0.507144527522012,0.359927728966983,0.708679403392422,0.553731140347691,0.611844048807697,0,0.80868484361728
61776,"TX, Bexar, 48029110100",48029110100,"+29.4270068,-098.4905375",0.463454079143474,0.575979816900106,0.424610865264789,0.152533973745093,0.262229911855317,0.862685401171427,0.502684505924111
61777,"TX, Bexar, 48029110300",48029110300,"+29.4143332,-098.4808558",0.517288225066796,0.610078399552895,0.645131979222531,0.156421203566302,0.371418403035714,0.735011423155586,0.58566794186775
61778,"TX, Bexar, 48029110500",48029110500,"+29.4175526,-098.5091092",0.616876413073879,0.579619376475781,0.508259173835527,0.435836174366227,0.520247018805113,0.992621294829887,0.664675440130741
61779,"TX, Bexar, 48029110600",48029110600,"+29.4292110,-098.5078374",0.649743014252173,0.619035701793892,0.645131979222531,0.429257357658803,0.509414295723423,0.985633150993463,0.709985600120923
