row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment
90,"AK, Skagway",02230,"+59.5750974,-135.3354181",0.198180558605574,0.160213374594456,0.253734953037642,0.271309322076559,0.107464584713642
91,"AK, Southeast Fairbanks",02240,"+63.8649972,-143.2186282",0.435354255106988,0.4340477658837,0.580270639806456,0.461579101112074,0.265519513625723
92,"AK, Valdez-Cordova",02261,"+61.3498403,-145.0231406",0.301029054410123,0.117106270227688,0.488073344248539,0.283180938536653,0.315755664627613
93,"AK, ",02270,"+62.2831737,-163.1909497",0.366412643079128,0.325611975760073,0.529234223004756,0.566864760563126,0.043939612988559
94,"AK, Wrangell",02275,"+56.2791206,-132.0403255",0.384046293077587,0.416106271785792,0.594520927328905,0.508843383669168,0.0167145895264837
95,"AK, Yakutat",02282,"+59.9990832,-140.2395926",0.361418133680135,0.39045948988762,0.462949709467272,0.59226333536565,0
96,"AK, Yukon-Koyukuk",02290,"+65.3761313,-151.5768554",0.566532326502229,0.634147925629609,0.750539549846124,0.655332535737467,0.226109294795716
97,"AZ, Apache",04001,"+35.3858453,-109.4937467",0.674069132775916,0.860962212942422,0.885362458078693,0.568423185188287,0.381528674894264
98,"AZ, Cochise",04003,"+31.8817928,-109.7541201",0.573358904222554,0.663086326330229,0.753027775180323,0.519146446854128,0.358175068525535
99,"AZ, Coconino",04005,"+35.8296919,-111.7737277",0.434118107450667,0.441487714996795,0.531618428620802,0.422114904434206,0.341251381750865
100,"AZ, Gila",04007,"+33.7896177,-110.8118696",0.626717503063444,0.771393484291297,0.819088835478553,0.554198758291321,0.362188934192606
101,"AZ, Graham",04009,"+32.9318277,-109.8783103",0.574369880424674,0.507606307975354,0.744258665416109,0.637624755431973,0.407989792875259
102,"AZ, Greenlee",04011,"+33.2388723,-109.2423231",0.499982359673282,0.419067402879597,0.71490918279574,0.621465285560213,0.244487567457577
103,"AZ, La Paz",04012,"+33.7276249,-114.0387933",0.656107404067737,0.776196708952581,0.749517163001007,0.546532191531389,0.55218355278597
104,"AZ, Maricopa",04013,"+33.3465408,-112.4955335",0.553046414825558,0.402109971971758,0.582360318346701,0.319112314083831,0.908603054899944
105,"AZ, Mohave",04015,"+35.7177050,-113.7496891",0.665644590453417,0.799325523956461,0.821767512282244,0.539373039144776,0.502112286430187
106,"AZ, Navajo",04017,"+35.3909336,-110.3209076",0.640124912509755,0.788844017557983,0.954583697124315,0.540086063887461,0.276985871469261
107,"AZ, Pima",04019,"+32.1282374,-111.7830177",0.58382911708772,0.423857579644685,0.692424968698256,0.400281102881769,0.81875281712617
108,"AZ, Pinal",04021,"+32.9189100,-111.3672569",0.661875377744231,0.646685801956215,0.731979964243214,0.608150439961139,0.660685304816358
109,"AZ, Santa Cruz",04023,"+31.5259036,-110.8451898",0.626101571138173,0.635938207553276,0.720126982585426,0.770769559890866,0.377571534523126
110,"AZ, Yavapai",04025,"+34.6300439,-112.5737449",0.509611531592073,0.586791685798363,0.609997799803295,0.394491833671679,0.447164807094953
111,"AZ, Yuma",04027,"+32.7739424,-113.9109050",0.68231982111427,0.602648042876734,0.844932515384497,0.521855384834397,0.759843341361452
112,"AR, Arkansas",05001,"+34.2895735,-091.3765467",0.609475785109758,0.721957766653236,0.621599668205626,0.729772077012786,0.364573628567383
113,"AR, Ashley",05003,"+33.1908354,-091.7722672",0.614744701448381,0.789424957874548,0.562203137741753,0.718231229321754,0.38911948085547
114,"AR, Baxter",05005,"+36.2807100,-092.3304383",0.521723259184325,0.669970419714132,0.383718951450154,0.559485183545154,0.47371848202786
115,"AR, Benton",05007,"+36.3378246,-094.2561871",0.396246131127319,0.45563303285465,0.254001900878609,0.348531624689248,0.52681796608677
116,"AR, Boone",05009,"+36.3043077,-093.0792041",0.497950374193192,0.693749661930802,0.478713973276415,0.488253323818979,0.331084537746574
117,"AR, Bradley",05011,"+33.4638194,-092.1681641",0.632059098700797,0.817747747959093,0.701446177724133,0.669413810098953,0.339628659021007
118,"AR, Calhoun",05013,"+33.5604604,-092.5138790",0.616747195731803,0.756320741991023,0.505212326724823,0.673494100159545,0.53196161405182
119,"AR, Carroll",05015,"+36.3377742,-093.5416633",0.507931497419163,0.720319581998886,0.505913963663027,0.601000354801373,0.204492089213364
120,"AR, Chicot",05017,"+33.2671393,-091.2971578",0.746647916158095,0.894673243944562,0.789424823838854,0.724955501718735,0.577538095130228
121,"AR, Clark",05019,"+34.0533118,-093.1762051",0.596028333363625,0.627177880728985,0.497484985560147,0.7027921607953,0.556658306370067
122,"AR, Clay",05021,"+36.3673021,-090.4187041",0.663065699474461,0.787701844740733,0.5624704156906,0.798407511284204,0.503683026182307
123,"AR, Cleburne",05023,"+35.5662882,-092.0599743",0.508218816154148,0.697898219773463,0.372019248990218,0.712748632380253,0.250209163472657
124,"AR, Cleveland",05025,"+33.8932006,-092.1887141",0.524538154355973,0.649550255195085,0.454130699354081,0.681655077244704,0.31281658563002
125,"AR, Columbia",05027,"+33.2150704,-093.2269012",0.675758508191179,0.740680368282907,0.677536163056824,0.787050842718407,0.49776665870658
126,"AR, Conway",05029,"+35.2657024,-092.6892483",0.623867766975902,0.748281179867512,0.50132848045078,0.760372264566061,0.485489143019255
127,"AR, Craighead",05031,"+35.8282682,-090.6304114",0.630858380501188,0.640119748030817,0.599516565765701,0.616770845254715,0.667026362953518
128,"AR, Crawford",05033,"+35.5830407,-094.2362241",0.684768077551285,0.731554822206859,0.586701913612502,0.703621147034096,0.717194427351681
129,"AR, Crittenden",05035,"+35.2118784,-090.3153314",0.778786259329902,0.896845233147028,0.719909181020484,0.588355752080122,0.910034871071975
130,"AR, Cross",05037,"+35.2912586,-090.7738942",0.614525156413655,0.830585297648144,0.474198802165377,0.657756084502361,0.495560441338738
131,"AR, Dallas",05039,"+33.9678233,-092.6539989",0.601568096606103,0.67993964557317,0.735976404093861,0.731309070629303,0.259047266128079
132,"AR, Desha",05041,"+33.8287478,-091.2444274",0.676695584131569,0.797568166027158,0.69090526578797,0.795252997360677,0.42305590735047
133,"AR, Drew",05043,"+33.5872418,-091.7227781",0.570229394153586,0.730419721141057,0.530385999788858,0.720110173384078,0.30000168230035
134,"AR, Faulkner",05045,"+35.1463563,-092.3246543",0.548689371124819,0.591022175542714,0.349945338201388,0.58305142001568,0.670738550739494
135,"AR, Franklin",05047,"+35.5085730,-093.8876719",0.640342211296049,0.736518753476523,0.53565495928066,0.783730315482156,0.505464816944856
136,"AR, Fulton",05049,"+36.3834433,-091.8192392",0.613713389937399,0.738303183721842,0.670399732013684,0.787248770203019,0.258901873811048
137,"AR, Garland",05051,"+34.5788613,-093.1469148",0.648673316376928,0.824255147757406,0.650738089923215,0.684541738975432,0.435158288851657
138,"AR, Grant",05053,"+34.2880633,-092.4239843",0.483774445700809,0.567590313296293,0.396136340011085,0.602135561274904,0.369235568220953
139,"AR, Greene",05055,"+36.1199223,-090.5652409",0.65653799135844,0.674377138624397,0.60076215346271,0.695059879189929,0.655952794156725
140,"AR, Hempstead",05057,"+33.7286109,-093.6658093",0.668086960975079,0.753458937425123,0.602639318174328,0.733877620903099,0.582371967397765
141,"AR, Hot Spring",05059,"+34.3151767,-092.9441474",0.648360669356549,0.778092109253944,0.645660010628908,0.786250409569426,0.383440147973919
142,"AR, Howard",05061,"+34.0831786,-093.9909884",0.588690745767304,0.792140733228377,0.570585490709249,0.698192574521103,0.293844184610487
143,"AR, Independence",05063,"+35.7374992,-091.5599423",0.589519243517859,0.706226550429317,0.489895477363486,0.64841994004187,0.513535006236762
144,"AR, Izard",05065,"+36.0948792,-091.9136252",0.538127549934486,0.714468162521191,0.577642023601505,0.651836649529975,0.208563364085272
145,"AR, Jackson",05067,"+35.5966053,-091.2231780",0.707906902756219,0.84843043834145,0.612561852721699,0.82058555188679,0.550049768074937
146,"AR, Jefferson",05069,"+34.2776955,-091.9307012",0.734710209110305,0.909270582509158,0.647273575150747,0.731010093695833,0.651286585085481
147,"AR, Johnson",05071,"+35.5733586,-093.4663223",0.663750093110877,0.752897053510486,0.622058387247795,0.72604327462865,0.554001657056578
148,"AR, Lafayette",05073,"+33.2406596,-093.6116427",0.674313806006247,0.793664900312224,0.726039279469382,0.758882074540627,0.418668969702755
149,"AR, Lawrence",05075,"+36.0410983,-091.1011529",0.632671812381952,0.708356790083982,0.511235169123635,0.682497830275768,0.628597460044423
150,"AR, Lee",05077,"+34.7797500,-090.7792884",0.663905790829023,0.897144787492784,0.646615873038465,0.695493874110218,0.416368628674624
151,"AR, Lincoln",05079,"+33.9576649,-091.7276236",0.633475196954277,0.81296357280671,0.720754038456937,0.715495520342873,0.284687656210587
152,"AR, Little River",05081,"+33.6994970,-094.2297740",0.629193699483219,0.757865301258235,0.536627807293235,0.665593650779213,0.556688038602194
153,"AR, Logan",05083,"+35.2185495,-093.7205628",0.615041213103248,0.885651728484698,0.62175093585657,0.637581425618737,0.315180762452988
154,"AR, Lonoke",05085,"+34.7551137,-091.8941320",0.590624598438578,0.681598248223479,0.438600644650659,0.629859470655985,0.612440030224187
155,"AR, Madison",05087,"+36.0125452,-093.7240531",0.500352008282453,0.733585316512295,0.437665890726717,0.636017090568484,0.194139735322317
156,"AR, Marion",05089,"+36.2666562,-092.6785880",0.60907742287279,0.803594716371846,0.624714280661644,0.717060194154068,0.290940500303602
157,"AR, Miller",05091,"+33.3055048,-093.9015091",0.729587779653957,0.864412848015711,0.684150258043869,0.592100351771346,0.7776876607849
158,"AR, Mississippi",05093,"+35.7669426,-090.0522086",0.742372746248641,0.926087934029376,0.767400362996613,0.565662911419942,0.710339776548632
159,"AR, Monroe",05095,"+34.6795127,-091.2033140",0.663932654219962,0.847869228145386,0.591054354610978,0.744503790553629,0.472303243569856
160,"AR, Montgomery",05097,"+34.5456518,-093.6641468",0.527066721931024,0.701726269352195,0.487892775825523,0.753003432626328,0.165644409920051
161,"AR, Nevada",05099,"+33.6666991,-093.3050716",0.61514224015162,0.79172436015779,0.62810502540005,0.772648550425585,0.268091024623056
162,"AR, Newton",05101,"+35.9100625,-093.2150843",0.463311299913385,0.656683753542626,0.392017148989965,0.716837488964288,0.0877068081566614
163,"AR, Ouachita",05103,"+33.5911582,-092.8784177",0.701916098824048,0.843479415983072,0.572604316915211,0.796741134781394,0.594839527616513
164,"AR, Perry",05105,"+34.9463629,-092.9268772",0.493756313838665,0.637915419805509,0.498364718755578,0.601351656171335,0.237393460622236
165,"AR, Phillips",05107,"+34.4258423,-090.8483856",0.758802320214546,0.910156734573292,0.705829389372299,0.872110687826304,0.54711246908629
166,"AR, Pike",05109,"+34.1581907,-093.6586589",0.527236211610592,0.676030061836778,0.622236015199461,0.636290044548925,0.174388724857204
167,"AR, Poinsett",05111,"+35.5689809,-090.6805953",0.691556620510629,0.845974017844566,0.666751062051213,0.694383818464133,0.559117583682605
168,"AR, Polk",05113,"+34.4909149,-094.2308841",0.652922132506015,0.725951751229945,0.694604895359231,0.810846019806714,0.38028586362817
169,"AR, Pope",05115,"+35.4552965,-093.0315353",0.559724143984941,0.637068591220455,0.491126970828462,0.535349329408984,0.575351684481862
170,"AR, Prairie",05117,"+34.8282250,-091.5571995",0.631707865209639,0.68429602124837,0.710200635177594,0.666835529256979,0.46549927515561
171,"AR, Pulaski",05119,"+34.7739877,-092.3165149",0.617749155258472,0.584334574996481,0.52076252933118,0.590062264531031,0.775837252175194
172,"AR, Randolph",05121,"+36.3412985,-091.0284409",0.642646798875564,0.769990452620482,0.601317918455111,0.724403092372934,0.474875732053728
173,"AR, St. Francis",05123,"+35.0144383,-090.7421993",0.722471365308753,0.891567616274574,0.697862968969232,0.750282541730573,0.550172334260631
174,"AR, Saline",05125,"+34.6485246,-092.6744630",0.490552063630573,0.482356104268073,0.389270699513449,0.512810128477675,0.577771322263096
175,"AR, Scott",05127,"+34.8588693,-094.0636413",0.579964034379369,0.742481977851155,0.589449581338264,0.671743047064412,0.316181531263645
176,"AR, Searcy",05129,"+35.9096596,-092.6993507",0.518959327543037,0.747606120110037,0.486645187442115,0.633314787413997,0.208271215205997
177,"AR, Sebastian",05131,"+35.1969808,-094.2749890",0.651226365113665,0.674266898758244,0.61490873085951,0.520624948102297,0.79510488273461
178,"AR, Sevier",05133,"+33.9946083,-094.2432898",0.611281336279956,0.760352900614855,0.587654200472334,0.694181423918729,0.402936820113906
179,"AR, Sharp",05135,"+36.1733989,-091.4710689",0.620668911627541,0.780904505562815,0.634816217675653,0.719762851835009,0.347192071436685
180,"AR, Stone",05137,"+35.8569888,-092.1404941",0.509843447413417,0.792420924187411,0.402918105884196,0.72476621998519,0.11926853959687
181,"AR, Union",05139,"+33.1682186,-092.5981447",0.716537127451381,0.794880639769838,0.611503863531015,0.706535746593354,0.753228259911317
182,"AR, Van Buren",05141,"+35.5829588,-092.5159772",0.520067513827897,0.628131580790756,0.523066159179117,0.633356305057732,0.295716010283984
183,"AR, Washington",05143,"+35.9712088,-094.2184168",0.493135885997346,0.512593994443439,0.36672581294733,0.532122113795894,0.561101622802719
184,"AR, White",05145,"+35.2547221,-091.7531583",0.595794235744639,0.685107830426224,0.499153174218723,0.733996955881302,0.464918982452306
185,"AR, Woodruff",05147,"+35.1890710,-091.2444178",0.647912876805615,0.691304949401105,0.697434113663218,0.731874509469712,0.471037934688424
186,"AR, Yell",05149,"+34.9977133,-093.4083032",0.601117460228206,0.769123487814131,0.591209173004002,0.655140298750099,0.388996881344594
187,"CA, Alameda",06001,"+37.6480811,-121.9133039",0.420576889662651,0.129917774936945,0.486132565411557,0.315961396717129,0.750295821584972
188,"CA, Alpine",06003,"+38.6176096,-119.7989986",0.399927596652149,0.389700720444795,0.61503322193955,0.376489533248309,0.218486910975941
189,"CA, Amador",06005,"+38.4435501,-120.6538563",0.47540221896643,0.36523375390535,0.614825798402915,0.398097408385928,0.523451915171527
190,"CA, Butte",06007,"+39.6659588,-121.6019188",0.577947105688145,0.433561079326537,0.688997695950412,0.540710696183723,0.648518951291909
191,"CA, Calaveras",06009,"+38.1878437,-120.5551154",0.393322787857166,0.341613383874841,0.504980907065813,0.386276532948955,0.340420327539054
192,"CA, Colusa",06011,"+39.1777385,-122.2375629",0.53743987998337,0.339651754042277,0.735790194166369,0.481137260266609,0.593180311458223
193,"CA, Contra Costa",06013,"+37.9194790,-121.9515431",0.436280281910284,0.146019696009671,0.507605839565984,0.364343163242928,0.727152428822555
194,"CA, Del Norte",06015,"+41.7499033,-123.9809983",0.632514724013903,0.632820571889068,1,0.511679695946396,0.385558628220148
195,"CA, El Dorado",06017,"+38.7855320,-120.5343981",0.366472308930553,0.210452208095395,0.4428681747325,0.403498040592717,0.409070812301602
196,"CA, Fresno",06019,"+36.7610058,-119.6550193",0.690089230885225,0.495420226434074,0.868841282489629,0.57173316412935,0.824362250487848
197,"CA, Glenn",06021,"+39.6025462,-122.4016998",0.641098752690556,0.419648074984693,0.801083311850134,0.624422530408458,0.719241093518938
198,"CA, Humboldt",06023,"+40.7066731,-123.9258181",0.506160854114787,0.41535215523296,0.714301629587357,0.445085684423079,0.449903947215752
