row#,Name,FIPS,Source,ToxPi Score,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
174,"AR, Saline",05125,"+34.6485246,-092.6744630",0.463053415178181,0.643788821915549,0.39133185359032,0.354039570028673
175,"AR, Scott",05127,"+34.8588693,-094.0636413",0.521348509939316,0.614805417940363,0.527871984340735,0.42136812753685
176,"AR, Searcy",05129,"+35.9096596,-092.6993507",0.52269670001997,0.640813591873345,0.447353307685001,0.479923200501566
177,"AR, Sebastian",05131,"+35.1969808,-094.2749890",0.431924059130032,0.508065181640554,0.48742951900452,0.300277476745021
178,"AR, Sevier",05133,"+33.9946083,-094.2432898",0.492271370186088,0.622638098514117,0.536476355744938,0.317699656299211
179,"AR, Sharp",05135,"+36.1733989,-091.4710689",0.552122441375269,0.635646196578878,0.427921251710125,0.592799875836804
180,"AR, Stone",05137,"+35.8569888,-092.1404941",0.536894536374332,0.602479853311521,0.517655987192863,0.490547768618611
181,"AR, Union",05139,"+33.1682186,-092.5981447",0.489550284942479,0.777591762588641,0.418361550678975,0.272697541559821
182,"AR, Van Buren",05141,"+35.5829588,-092.5159772",0.529119528289544,0.611936613572041,0.585653644318673,0.389768326977918
183,"AR, Washington",05143,"+35.9712088,-094.2184168",0.458989299147259,0.50895680675357,0.469399583745495,0.39861150694271
184,"AR, White",05145,"+35.2547221,-091.7531583",0.559458736680867,0.635614483487743,0.54801358433141,0.494748142223448
185,"AR, Woodruff",05147,"+35.1890710,-091.2444178",0.62945058254741,0.739690596388805,0.671954268346604,0.476706882906823
186,"AR, Yell",05149,"+34.9977133,-093.4083032",0.533145602680084,0.595839093364468,0.592570693078587,0.411027021597198
187,"CA, Alameda",06001,"+37.6480811,-121.9133039",0.365975251367547,0.42615664735885,0.331344240999061,0.34042486574473
188,"CA, Alpine",06003,"+38.6176096,-119.7989986",0.340504388652292,0.214367224571468,0.31086344514186,0.49628249624355
189,"CA, Amador",06005,"+38.4435501,-120.6538563",0.449070361362081,0.625228059343128,0.380604482908901,0.341378541834214
190,"CA, Butte",06007,"+39.6659588,-121.6019188",0.433164421388783,0.527392312674388,0.488769570236388,0.283331381255573
191,"CA, Calaveras",06009,"+38.1878437,-120.5551154",0.415585289931211,0.456490622096274,0.396296435687749,0.393968812009611
192,"CA, Colusa",06011,"+39.1777385,-122.2375629",0.499460083644765,0.50341630678702,0.590421620806182,0.404542323341094
193,"CA, Contra Costa",06013,"+37.9194790,-121.9515431",0.351961857113441,0.413971424343364,0.387131880862919,0.25478226613404
194,"CA, Del Norte",06015,"+41.7499033,-123.9809983",0.277215040701882,0.166572885219489,0.326980632004497,0.338091604881661
195,"CA, El Dorado",06017,"+38.7855320,-120.5343981",0.38861112344457,0.493758367695171,0.348626751528684,0.323448251109854
196,"CA, Fresno",06019,"+36.7610058,-119.6550193",0.373694532527185,0.484654058008445,0.472766592775572,0.16366294679754
197,"CA, Glenn",06021,"+39.6025462,-122.4016998",0.479091205855529,0.543647847157737,0.665863511681592,0.227762258727257
198,"CA, Humboldt",06023,"+40.7066731,-123.9258181",0.326533454952545,0.194756421942189,0.321013610038681,0.463830332876765
199,"CA, Imperial",06025,"+33.0408155,-115.3553946",0.357861527651745,0.482264808022351,0.365209417150678,0.226110357782206
200,"CA, Inyo",06027,"+36.5619770,-117.4039269",0.418832649085743,0.462892581230857,0.205802949122523,0.587802416903849
201,"CA, Kern",06029,"+35.3466288,-118.7295064",0.268228994297048,0.316974902220734,0.356566871999686,0.131145208670723
202,"CA, Kings",06031,"+36.0724780,-119.8155301",0.33809771533926,0.406592925389344,0.472854338758998,0.134845881869437
203,"CA, Lake",06033,"+39.0948019,-122.7467569",0.3158382885942,0.379198459700402,0.357566996634271,0.210749409447926
204,"CA, Lassen",06035,"+40.7210889,-120.6299314",0.429529159961221,0.372021899885432,0.426680149867912,0.48988543013032
205,"CA, Los Angeles",06037,"+34.1963983,-118.2618616",0.328286973393514,0.532144092799997,0.387747583530893,0.0649692438496535
206,"CA, Madera",06039,"+37.2100387,-119.7498519",0.44928479382494,0.467506985412891,0.599824164199016,0.280523231862911
207,"CA, Marin",06041,"+38.0518169,-122.7459738",0.377428229848332,0.377370176632753,0.322133965074248,0.432780547837995
208,"CA, Mariposa",06043,"+37.5700335,-119.9128599",0.387922243128524,0.428129579394916,0.334124361734448,0.401512788256208
209,"CA, Mendocino",06045,"+39.4323876,-123.4428811",0.377450223900448,0.274022831391609,0.371962543291345,0.486365297018389
210,"CA, Merced",06047,"+37.1948063,-120.7228019",0.426821138401959,0.519772806668163,0.533761594737515,0.226929013800199
211,"CA, Modoc",06049,"+41.5929185,-120.7183704",0.4158095444637,0.262743251624985,0.501819021626189,0.482866360139925
212,"CA, Mono",06051,"+37.9158363,-118.8751668",0.400631687630742,0.20615933849933,0.473759718994842,0.521976005398053
213,"CA, Monterey",06053,"+36.2401070,-121.3155732",0.306999743761972,0.287420946044482,0.233468999592196,0.400109285649238
214,"CA, Napa",06055,"+38.5073511,-122.3259947",0.422215529591885,0.433930421279912,0.511617290496582,0.321098876999159
215,"CA, Nevada",06057,"+39.2951907,-120.7734456",0.381800982113686,0.470159935999556,0.321113570534804,0.354129439806697
216,"CA, Orange",06059,"+33.6756872,-117.7772068",0.432529453526807,0.574045583683716,0.368232151214145,0.35531062568256
217,"CA, Placer",06061,"+39.0620324,-120.7227181",0.305189284046392,0.426490467517868,0.320046512730221,0.169030871891087
218,"CA, Plumas",06063,"+39.9951699,-120.8295155",0.410859558812878,0.290534419914119,0.408177331288175,0.533866925236339
219,"CA, Riverside",06065,"+33.7298275,-116.0022389",0.398483834581501,0.585746013551041,0.301341012287824,0.308364477905636
220,"CA, Sacramento",06067,"+38.4500114,-121.3404409",0.393886194834826,0.561248073975941,0.275909887786692,0.344500622741843
221,"CA, San Benito",06069,"+36.6107024,-121.0852960",0.319942681065092,0.448596284259926,0.328687242446933,0.182544516488418
222,"CA, San Bernardino",06071,"+34.8572198,-116.1811967",0.399385892462171,0.530756363549403,0.326764232442135,0.340637081394976
223,"CA, San Diego",06073,"+33.0236041,-116.7761174",0.447275085084971,0.5483189570735,0.378509917758933,0.414996380422479
224,"CA, San Francisco",06075,"+37.7272391,-123.0322294",0.200820666073464,0.306756660856163,0.217462484456015,0.0782428529082136
225,"CA, San Joaquin",06077,"+37.9350336,-121.2722369",0.350375133106314,0.529580204176833,0.420347543022468,0.101197652119642
