row#,Name,FIPS,Source,ToxPi Score,Costs of Climate Disasters,Economic & Productivity Losses,Transition Risks,Social Stressors
1639,"MT, Ravalli",30081,"+46.0792979,-114.1190647",0.496953680748694,0.621613459289195,0.310483893047217,0.459736483410196,0.595980887248169
1640,"MT, Richland",30083,"+47.7855132,-104.5633871",0.411324002833118,0.310258358791635,0.280036816543945,0.711794701659376,0.343206134337519
1641,"MT, Roosevelt",30085,"+48.2827471,-104.9951698",0.507326430407652,0.571025335778679,0.339993330281132,0.465718149779746,0.652568905791051
1642,"MT, Rosebud",30087,"+46.1617341,-106.7019526",0.414335339985658,0.536936859209634,0.252203764094249,0.658419832515701,0.209780904123046
1643,"MT, Sanders",30089,"+47.7564686,-115.1802247",0.465579338124702,0.633495574801652,0.230341821190693,0.521577711107695,0.476902245398767
1644,"MT, Sheridan",30091,"+48.7055228,-104.5339129",0.432227485676874,0.317155378458006,0.228734015870433,0.558664042598903,0.624356505780153
1645,"MT, Silver Bow",30093,"+45.8959590,-112.6602218",0.427934990376561,0.3762038948884,0.233085056787675,0.435073612840361,0.667377396989808
1646,"MT, Stillwater",30095,"+45.6634955,-109.3917515",0.430371883874541,0.504989628354263,0.382387569225902,0.520105300924421,0.314005036993577
1647,"MT, Sweet Grass",30097,"+45.8130601,-109.9413124",0.455644219856861,0.515520632322549,0.372532413160565,0.583050836259375,0.351472997684956
1648,"MT, Teton",30099,"+47.8190352,-112.2817249",0.370116443496027,0.464003031461812,0.137894650383528,0.562805196239361,0.31576289589941
1649,"MT, Toole",30101,"+48.6450515,-111.7334927",0.349544855952546,0.386451452153568,0.133656013622349,0.53584168475816,0.342230273276105
1650,"MT, Treasure",30103,"+46.2096360,-107.2804935",0.46112670553213,0.632044413532935,0.311863505762424,0.660536422154157,0.240062480679001
1651,"MT, Valley",30105,"+48.3657129,-106.6878830",0.444252060358295,0.380920045187813,0.336167957514575,0.546976786769167,0.512943451961623
1652,"MT, Wheatland",30107,"+46.4970466,-109.8571467",0.435494923332609,0.549846245449935,0.238044186697371,0.581578426076101,0.37251083510703
1653,"MT, Wibaux",30109,"+46.9628656,-104.2744656",0.373817630022707,0.363515327965887,0.192245425120428,0.583234887532284,0.356274879472229
1654,"MT, Yellowstone",30111,"+45.9369867,-108.2766564",0.383933951355229,0.530228822356292,0.0683261743496454,0.653450448147152,0.283730360567826
1655,"NE, Adams",31001,"+40.5206322,-098.5000441",0.591843899233107,0.150083568014306,0.785276956843801,0.825524525481014,0.606490546593307
1656,"NE, Antelope",31003,"+42.1832253,-098.0580367",0.602394977210045,0.12163948085573,0.569446527411252,0.86896062588759,0.849533274685609
1657,"NE, Arthur",31005,"+41.5708557,-101.6970450",0.578281445667746,0.491100302483331,0.417869332830379,0.727701273929763,0.676454873427512
1658,"NE, Banner",31007,"+41.5397495,-103.7262626",0.532770987231917,0.444737078520769,0.352409464460361,0.697332813899741,0.636604592046798
1659,"NE, Blaine",31009,"+41.9252304,-099.9907710",0.603200631940346,0.472785341892881,0.507633139604745,0.800401526728905,0.631982519534852
1660,"NE, Boone",31011,"+41.7054004,-098.0667935",0.680907351762372,0.302470250033838,0.691694526875849,0.872917728255139,0.856546901884664
1661,"NE, Box Butte",31013,"+42.2156652,-103.0878210",0.539350970082651,0.40526316962533,0.334793402225876,0.706627403181657,0.710719905297742
1662,"NE, Boyd",31015,"+42.8944477,-098.7730221",0.670360799236967,0.440278234319877,0.632331119980409,0.79690455254363,0.81192929010395
1663,"NE, Brown",31017,"+42.3493903,-099.9231761",0.671289295039489,0.469290755804539,0.64110459518533,0.833438730216111,0.741323098951977
1664,"NE, Buffalo",31019,"+40.8552260,-099.0749833",0.592488341076561,0.290489102904593,0.610951552896118,0.753008323954781,0.715504384550751
1665,"NE, Burt",31021,"+41.8541794,-096.3377462",0.694882779701742,0.393468748962191,0.662676648683016,0.832886576397383,0.890499144764377
1666,"NE, Butler",31023,"+41.2260724,-097.1320395",0.693247033330743,0.265167442174165,0.7735738627635,0.940648596685732,0.793598231699574
1667,"NE, Cass",31025,"+40.9098778,-096.1406086",0.627041238515442,0.275409331055599,0.673724748991937,0.709020069729477,0.850010804284758
1668,"NE, Cedar",31027,"+42.6045112,-097.2568241",0.673200391596383,0.239556776422588,0.729317787387311,0.85239601132576,0.871530991249874
1669,"NE, Chase",31029,"+40.5303903,-101.6941918",0.592620094322151,0.249080018808989,0.624501025935092,0.793039475812536,0.703859856731988
1670,"NE, Cherry",31031,"+42.5669845,-101.0726220",0.554732454158214,0.386708761096764,0.468811249998099,0.699541429174652,0.66386837636334
1671,"NE, Cheyenne",31033,"+41.2142358,-103.0119289",0.550514770114595,0.411927592943632,0.391229300675794,0.728345453384945,0.670556733454008
1672,"NE, Clay",31035,"+40.5236688,-098.0510501",0.632615685197314,0.186741170719652,0.824930679033659,0.927765007582087,0.591025883453858
1673,"NE, Colfax",31037,"+41.5746753,-097.0894549",0.702351454964243,0.419009055212761,0.68835227143094,0.94239708377837,0.759647409434903
1674,"NE, Cuming",31039,"+41.9158651,-096.7885168",0.733341271199566,0.366518776213151,0.726632446014824,0.965495518528477,0.874718344041811
1675,"NE, Custer",31041,"+41.3938927,-099.7268662",0.632462154891473,0.351006968961219,0.568545449913225,0.841721037497026,0.768575163194421
1676,"NE, Dakota",31043,"+42.3904564,-096.5625485",0.625472318372774,0.297455766644899,0.727767115776281,0.636687919476152,0.839978471593762
1677,"NE, Dawes",31045,"+42.7112144,-103.1348721",0.501012168530229,0.411141916435125,0.362923645027979,0.519263207360069,0.710719905297742
1678,"NE, Dawson",31047,"+40.8673784,-099.8151537",0.662673793947664,0.413743181756869,0.712771218756132,0.898408829553066,0.625771945724591
1679,"NE, Deuel",31049,"+41.1129878,-102.3326036",0.550330598867178,0.436733375721428,0.392608000772684,0.730277991750492,0.641703027224109
1680,"NE, Dixon",31051,"+42.4852801,-096.8558616",0.628849838491165,0.13633710458193,0.697726192449909,0.850923601142486,0.830412455790333
1681,"NE, Dodge",31053,"+41.5770082,-096.6458526",0.650544568187189,0.255106611375104,0.718271721456721,0.806199141825546,0.822600798091384
1682,"NE, Douglas",31055,"+41.2970908,-096.1540664",0.529469126137418,0.0948879290538003,0.495639490667717,0.703314480269291,0.824034604558865
1683,"NE, Dundy",31057,"+40.1801650,-101.6811327",0.55147547552394,0.26948377880536,0.544898083349431,0.861230472425403,0.530289567515567
1684,"NE, Fillmore",31059,"+40.5250399,-097.5967053",0.652923210473089,0.178664384293141,0.861602173704728,0.916169777388806,0.655256506505681
1685,"NE, Franklin",31061,"+40.1832031,-098.9620800",0.645058368128474,0.429215282806238,0.694981131616293,0.860862369879585,0.595174688211782
1686,"NE, Frontier",31063,"+40.5309469,-100.4066834",0.539844645636873,0.154406536104141,0.605099045705446,0.868776574614681,0.531096426123223
1687,"NE, Furnas",31065,"+40.1919912,-099.9096609",0.586818817799605,0.141095712726495,0.855688121816293,0.860034139151493,0.490457297504137
1688,"NE, Gage",31067,"+40.2552337,-096.6834528",0.568955417429454,0.114945862609556,0.753927985288593,0.812732962013823,0.594214859805844
1689,"NE, Garden",31069,"+41.6593814,-102.3282290",0.569169137616221,0.486738508716561,0.412490797765302,0.677087173879727,0.700360070103293
1690,"NE, Garfield",31071,"+41.9055715,-098.9229984",0.616719580923797,0.436733375721428,0.54979680933426,0.770585220517611,0.709762918121888
1691,"NE, Gosper",31073,"+40.5098384,-099.8240783",0.631392865766044,0.245495343942274,0.763833373387137,0.899237060281157,0.617005685453607
1692,"NE, Grant",31075,"+41.9158667,-101.7568746",0.545909388490483,0.485908860959477,0.279676674540535,0.741597145034409,0.676454873427512
1693,"NE, Greeley",31077,"+41.5675996,-098.5305656",0.65159360212319,0.294033961503042,0.740781661391226,0.832150371305746,0.739408414292747
1694,"NE, Hall",31079,"+40.8660232,-098.4980036",0.577908788933145,0.143513003224722,0.74072623884134,0.792855424539627,0.634540489126892
1695,"NE, Hamilton",31081,"+40.8771451,-098.0219432",0.609570287956206,0.170018723277729,0.799014353204583,0.788806296535624,0.680441778806889
1696,"NE, Harlan",31083,"+40.1787663,-099.4034177",0.623230236895368,0.252192456774537,0.768436068805337,0.913777110840986,0.558515311160611
1697,"NE, Hayes",31085,"+40.5357859,-101.0555802",0.538881363934297,0.285301843877476,0.417277594916108,0.78733388635235,0.665612130591256
1698,"NE, Hitchcock",31087,"+40.1768964,-101.0442170",0.538958411813375,0.165905127672509,0.620805263982453,0.80408255218709,0.56504070341145
1699,"NE, Holt",31089,"+42.4592867,-098.7847662",0.615425882699595,0.296764113763666,0.578760747981973,0.82764111511947,0.75853755393327
1700,"NE, Hooker",31091,"+41.9187000,-101.1168102",0.492502675884589,0.487945269090501,0.155762975531182,0.649847585489162,0.676454873427512
1701,"NE, Howard",31093,"+41.2194026,-098.5133031",0.635164738555876,0.239306927275485,0.776496161679461,0.89988123973634,0.624974625532217
1702,"NE, Jefferson",31095,"+40.1757356,-097.1431027",0.657478456419907,0.346609266258659,0.768380094881884,0.932182238131908,0.582742226407174
1703,"NE, Johnson",31097,"+40.3954568,-096.2685622",0.625081668700776,0.426608569232167,0.664768921239518,0.687394045162643,0.721555139168777
1704,"NE, Kearney",31099,"+40.5062692,-098.9484608",0.654144350235975,0.290489102904593,0.822241268904508,0.900065291009249,0.603781738125548
1705,"NE, Keith",31101,"+41.1944042,-101.6444736",0.57947525199451,0.470748933761858,0.407898540419105,0.759450118506603,0.679803415290475
1706,"NE, Keya Paha",31103,"+42.8754803,-099.7183514",0.626643856811962,0.440278234319877,0.431074520609203,0.89389957336679,0.741323098951977
1707,"NE, Kimball",31105,"+41.1991550,-103.7111054",0.523163013400006,0.376646169246446,0.430820052201768,0.562515256493736,0.722670575658076
1708,"NE, Knox",31107,"+42.6344045,-097.8913492",0.655088054303146,0.322168984165993,0.674853638837385,0.787978065807533,0.835351528401672
1709,"NE, Lancaster",31109,"+40.7835474,-096.6886584",0.526753043402053,0.0806225883783708,0.627679219224609,0.683528968431549,0.715181397573681
1710,"NE, Lincoln",31111,"+41.0503221,-100.7444808",0.576382614236385,0.335323404178866,0.45221193963334,0.798192911453995,0.719802201679339
1711,"NE, Logan",31113,"+41.5421555,-100.4436647",0.596522127628051,0.47029639862163,0.435012734828101,0.775002451067433,0.705776925995038
1712,"NE, Loup",31115,"+41.8977143,-099.5097643",0.600520021048458,0.4789738961418,0.40676542971394,0.761474682508605,0.754866075829488
1713,"NE, McPherson",31117,"+41.5964727,-101.0602369",0.457263778258494,0.414322787751867,0.252269624716138,0.456685774570933,0.705776925995038
1714,"NE, Madison",31119,"+41.9099293,-097.6068564",0.613709066345431,0.209124049648339,0.600204312425755,0.792947450176082,0.852560453131551
1715,"NE, Merrick",31121,"+41.1698005,-098.0310505",0.615172963245905,0.110190749051079,0.813583981419091,0.884052830266147,0.652864292247303
1716,"NE, Morrill",31123,"+41.7322051,-102.9905986",0.591322538429921,0.405954822506562,0.499024296941664,0.741781196307318,0.718529837964141
1717,"NE, Nance",31125,"+41.4023855,-097.9914083",0.65768912056594,0.262045015746018,0.761269733469821,0.84779472950303,0.759647003544891
1718,"NE, Nemaha",31127,"+40.3874479,-095.8509538",0.623648514646661,0.205190741665567,0.839987778519703,0.688498352800098,0.760917185601275
1719,"NE, Nuckolls",31129,"+40.1764918,-098.0468422",0.573058967951547,0.214926163212024,0.72979949775572,0.787241860715896,0.560268350122551
1720,"NE, Otoe",31131,"+40.6379916,-096.1310274",0.602389626046983,0.156272122263224,0.729920761914612,0.787149835079441,0.736215784930654
1721,"NE, Pawnee",31133,"+40.1378496,-096.2452254",0.61912922637864,0.40246023641822,0.760919211984504,0.612301125815681,0.700836331296154
1722,"NE, Perkins",31135,"+40.8560651,-101.6364427",0.548083055876288,0.221410271391453,0.548896188145392,0.762947092691879,0.659078671276427
1723,"NE, Phelps",31137,"+40.5163647,-099.4065568",0.632958271916131,0.219421906940038,0.751531164394501,0.992643081282587,0.5682369350474
1724,"NE, Pierce",31139,"+42.2714129,-097.6109917",0.622869756310081,0.223173716577623,0.684050435851298,0.756873400685874,0.827381472125529
1725,"NE, Platte",31141,"+41.5768655,-097.5134673",0.700723304322292,0.308507023677533,0.820989194599125,0.908807726472437,0.764589272540074
1726,"NE, Polk",31143,"+41.1879253,-097.5706627",0.659110108372266,0.182149587280254,0.739953631384336,0.928869315219542,0.785467899604932
1727,"NE, Red Willow",31145,"+40.1694196,-100.4685764",0.535438914151144,0.296673804853887,0.515937890239395,0.757885682686875,0.571258278824419
1728,"NE, Richardson",31147,"+40.1237427,-095.7186026",0.581998383507572,0.210507355410805,0.66680134124472,0.700921813721471,0.749763023653291
1729,"NE, Rock",31149,"+42.4133245,-099.4585300",0.620933415456183,0.375918057100905,0.528594670461131,0.786413629987804,0.79280730427489
1730,"NE, Saline",31151,"+40.5168024,-097.1317550",0.61305954580068,0.145551502604113,0.888296772829527,0.748315016495595,0.670074891273481
1731,"NE, Sarpy",31153,"+41.1150635,-096.1091254",0.540119699034472,0.0891817927836285,0.573095631752425,0.657117610769076,0.84108376083276
1732,"NE, Saunders",31155,"+41.2231522,-096.6409225",0.642443764871245,0.186558874398114,0.811318387433854,0.766352041240699,0.805545756412314
1733,"NE, Scotts Bluff",31157,"+41.8515889,-103.7058602",0.493791292480453,0.349748642805156,0.331032083857455,0.657301662041985,0.637082781217216
1734,"NE, Seward",31159,"+40.8719439,-097.1403830",0.633353294682819,0.123505067014813,0.852524815613074,0.822119576932193,0.735263719171195
1735,"NE, Sheridan",31161,"+42.5070737,-102.3896980",0.551525223869919,0.500012872829899,0.350143680346308,0.666412200050992,0.689532142252476
1736,"NE, Sherman",31163,"+41.2187425,-098.9728492",0.651435629601495,0.405608996065946,0.721549979542139,0.804358629096453,0.674224913701441
1737,"NE, Sioux",31165,"+42.4838060,-103.7426049",0.512833772739309,0.437504743688472,0.317055543471813,0.633559047836696,0.663215755960254
1738,"NE, Stanton",31167,"+41.9047925,-097.1747241",0.671751981125479,0.221703954205003,0.702623188262512,0.923347777032265,0.839333005002138
1739,"NE, Thayer",31169,"+40.1738446,-097.5962626",0.607195331659494,0.177453991750983,0.86488674406684,0.815493731107461,0.570946859712692
1740,"NE, Thomas",31171,"+41.8486202,-100.5069105",0.556479980851635,0.434592157524181,0.397686512565994,0.761658733781514,0.631982519534852
1741,"NE, Thurston",31173,"+42.1540613,-096.5339428",0.671398175324011,0.313619300444094,0.693727022932577,0.811812705649277,0.866433672270097
1742,"NE, Valley",31175,"+41.5640938,-098.9834841",0.655785426596217,0.440278234319877,0.632090226770441,0.834635063490021,0.716138181804529
1743,"NE, Washington",31177,"+41.5339790,-096.2245739",0.621677464269149,0.124223658476995,0.715048790856781,0.769849015425974,0.877588392316847
1744,"NE, Wayne",31179,"+42.2107460,-097.1262433",0.682870642805989,0.266056195214066,0.789037248516615,0.83721178131075,0.839177346182526
1745,"NE, Webster",31181,"+40.1806461,-098.4985897",0.581945148741749,0.203081607620909,0.713197487561773,0.887089676269149,0.524411823515167
1746,"NE, Wheeler",31183,"+41.9378588,-098.5222885",0.60256017495969,0.217436899492581,0.590587216651025,0.870617087343773,0.731599496351379
1747,"NE, York",31185,"+40.8730557,-097.5967418",0.615056807485402,0.142611977858873,0.847568100339342,0.868500497705317,0.601546654038075
1748,"NV, Churchill",32001,"+39.5257006,-118.2704194",0.374532844560766,0.198791460651555,0.41469904889961,0.603329511123245,0.281311357568654
1749,"NV, Clark",32003,"+36.2142360,-115.0138188",0.288037520432303,0.295653187125501,0.212085272013495,0.504954105753266,0.139457516836952
1750,"NV, Douglas",32005,"+38.9051292,-119.6090191",0.379852409648773,0.291662067131928,0.495076747397897,0.258969579510091,0.473701244555176
1751,"NV, Elko",32007,"+41.1411327,-115.3514239",0.47573185352772,0.610332794682962,0.429863095844697,0.214337145829605,0.648394377753615
1752,"NV, Esmeralda",32009,"+37.7789658,-117.6323824",0.381265835025106,0.341231945302294,0.403469603725917,0.545905513975568,0.234456277096646
1753,"NV, Eureka",32011,"+39.9777878,-116.2722082",0.53006792865507,0.599349338123727,0.567874770514519,0.291270577905659,0.661777028076376
1754,"NV, Humboldt",32013,"+41.4079136,-118.1275915",0.470823704606127,0.599349338123727,0.463069625932962,0.320074602115953,0.500801252251865
1755,"NV, Lander",32015,"+39.9002105,-117.0472398",0.489589607327741,0.455820276148256,0.597435903773525,0.243325221312807,0.661777028076376
1756,"NV, Lincoln",32017,"+37.6346050,-114.8630367",0.477710270768121,0.481943600430635,0.541661615577786,0.361578164156982,0.525657702907081
1757,"NV, Lyon",32019,"+39.0222136,-119.1974170",0.395541547489407,0.474129595871397,0.46928044989041,0.329553242670777,0.309202901525046
1758,"NV, Mineral",32021,"+38.5166470,-118.4162794",0.331058493355914,0.279482416506296,0.250467279591269,0.0537524102163086,0.740531867109784
1759,"NV, Nye",32023,"+37.9663789,-116.4590468",0.347221645060262,0.296706791072923,0.302005174545858,0.33958403704433,0.450590577577936
1760,"NV, Pershing",32027,"+40.4396390,-118.4094765",0.402426751916663,0.505838644544243,0.462055573892424,0.324951960848047,0.31686082838194
1761,"NV, Storey",32029,"+39.4383853,-119.5246462",0.530466889514847,0.490508005440386,0.42872842608324,0.452867595519956,0.749763531015806
1762,"NV, Washoe",32031,"+40.7033108,-119.7103147",0.422579340597977,0.436899431376081,0.336581297560723,0.177434865611306,0.7394017678438
1763,"NV, White Pine",32033,"+39.4178040,-114.9009447",0.456221125518096,0.508637065057506,0.305823360443168,0.245533836587718,0.764890239983992
1764,"NV, Carson City",32510,"+39.1534468,-119.7434420",0.400994279367763,0.481133379270232,0.376832214361875,0.208079402550691,0.537932121288256
1765,"NH, Belknap",33001,"+43.5191091,-071.4253661",0.372107086827042,0.255615710393219,0.153429733713185,0.10568188695972,0.973701016242044
1766,"NH, Carroll",33003,"+43.8675668,-071.2016650",0.400017264968276,0.301321484391932,0.188124782302506,0.121142193884094,0.989480599294573
1767,"NH, Cheshire",33005,"+42.9254553,-072.2482169",0.391729174334641,0.224404874127582,0.217387318255865,0.176449601393315,0.948674903561801
1768,"NH, Coos",33007,"+44.6524194,-071.2893827",0.435876576087565,0.272918038994399,0.280924204767214,0.197155369595603,0.992508690993042
1769,"NH, Grafton",33009,"+43.9264884,-071.8422643",0.391791834133271,0.213319139013305,0.244915613226273,0.116264835152,0.992667749141505
1770,"NH, Hillsborough",33011,"+42.9116429,-071.7231012",0.380991676088506,0.194404430404103,0.154982439702547,0.262401545841922,0.912178288405453
1771,"NH, Merrimack",33013,"+43.2994849,-071.6801295",0.362736982457371,0.169332013459409,0.170511324832801,0.16577462756458,0.945329963972695
1772,"NH, Rockingham",33015,"+42.9893596,-071.0994374",0.426800973312554,0.473679918521324,0.184068859333576,0.120221937519548,0.929233177875768
1773,"NH, Strafford",33017,"+43.2931773,-071.0359266",0.434945053957876,0.452048348085204,0.175767854236602,0.220345829982165,0.891618183527532
1774,"NH, Sullivan",33019,"+43.3611883,-072.2220839",0.410010184321558,0.239601948500156,0.20317408650709,0.212247573974159,0.985017128304826
1775,"NJ, Atlantic",34001,"+39.4693540,-074.6337584",0.505741749550828,0.694523453393106,0.364847653582255,0.360000101464163,0.603595789763789
1776,"NJ, Bergen",34003,"+40.9590904,-074.0745218",0.473141323774772,0.54071989557152,0.127877086283499,0.442178994818131,0.78178931842594
1777,"NJ, Burlington",34005,"+39.8757858,-074.6630063",0.511970331803383,0.758899397524114,0.235198966003447,0.408589637512198,0.645193326173772
1778,"NJ, Camden",34007,"+39.8023521,-074.9612508",0.433418318571709,0.573091539779856,0.156192153307709,0.359355922008981,0.645033659190291
1779,"NJ, Cape May",34009,"+39.0861425,-074.8477158",0.438677413523191,0.554726829491393,0.321252446957863,0.276256772290467,0.60247360535304
1780,"NJ, Cumberland",34011,"+39.3283874,-075.1216435",0.500552855911194,0.545734791706847,0.216805371975621,0.607549063527067,0.632122196435241
1781,"NJ, Essex",34013,"+40.7872165,-074.2461362",0.38794105920641,0.282289365823431,0.115455438368603,0.417976252430568,0.736043180203039
1782,"NJ, Gloucester",34015,"+39.7210193,-075.1437077",0.496526321991499,0.572956489161576,0.26756691393553,0.490032325774528,0.655549559094364
1783,"NJ, Hudson",34017,"+40.7313837,-074.0786266",0.462749923364928,0.5516692867955,0.127220172211076,0.434632892628853,0.737477341824282
1784,"NJ, Hunterdon",34019,"+40.5652832,-074.9119695",0.463550566051324,0.289235667408576,0.427431633480316,0.318772616332498,0.818762346983905
1785,"NJ, Mercer",34021,"+40.2825027,-074.7037240",0.419191255626122,0.289119438025606,0.255561039715628,0.404172406962377,0.727912137800877
1786,"NJ, Middlesex",34023,"+40.4395925,-074.4075852",0.435045109231198,0.455607105108712,0.176012702125944,0.361840614193256,0.746720015496881
1787,"NJ, Monmouth",34025,"+40.2870560,-074.1524457",0.441430081103532,0.544335003605272,0.147702407335018,0.326962897976958,0.746720015496881
1788,"NJ, Morris",34027,"+40.8585805,-074.5474268",0.389919097510286,0.2019463551741,0.282547391508695,0.342331179264878,0.732851464093473
1789,"NJ, Ocean",34029,"+39.8658498,-074.2630272",0.528616719026531,0.732472016735623,0.347825591794953,0.306257129774671,0.727912137800877
1790,"NJ, Passaic",34031,"+41.0337634,-074.3003075",0.381978538062766,0.256103496704998,0.142924850444673,0.407669381147652,0.721216423953741
1791,"NJ, Salem",34033,"+39.5738282,-075.3573559",0.556130550148765,0.606598704335496,0.451325730208731,0.503560094333356,0.663037671717477
1792,"NJ, Somerset",34035,"+40.5655218,-074.6199300",0.418246827562461,0.201773441953792,0.393094958696416,0.324386180156229,0.753732729443409
1793,"NJ, Sussex",34037,"+41.1374239,-074.6918545",0.394758364762827,0.260477480248438,0.225933342358114,0.202452211853869,0.890170424590887
1794,"NJ, Union",34039,"+40.6598707,-074.3086957",0.458846900425633,0.518372760480067,0.180790259016289,0.408313560602834,0.727911021603344
1795,"NJ, Warren",34041,"+40.8535238,-075.0095421",0.446433579664959,0.210159733138741,0.435311332133747,0.318312488150225,0.821950765237124
1796,"NM, Bernalillo",35001,"+35.0540019,-106.6690645",0.443043370711164,0.304646780393207,0.134672309182918,0.69436363033585,0.638490762932683
1797,"NM, Catron",35003,"+33.9018135,-108.3920974",0.422453235811369,0.202329041960452,0.556645097186246,0.510404383063083,0.420434421035696
1798,"NM, Chaves",35005,"+33.3616045,-104.4698374",0.509683278065379,0.414247869111864,0.424561829130472,0.990502128446788,0.209421285572391
1799,"NM, Cibola",35006,"+34.9320500,-108.0002545",0.438588201421743,0.477433535208041,0.115559571921168,0.337028083982596,0.824331614575165
1800,"NM, Colfax",35007,"+36.6129625,-104.6401256",0.491664451246689,0.376007108842795,0.36052638683761,0.405311106231917,0.824813203074434
1801,"NM, Curry",35009,"+34.5729841,-103.3460546",0.487266684679286,0.404710703413962,0.250478040882259,0.983232103166874,0.310645891254049
1802,"NM, De Baca",35011,"+34.3514285,-104.4015274",0.460160663863318,0.375952929000212,0.38168169698334,0.68359663087066,0.39941139859906
1803,"NM, Doña Ana",35013,"+32.3509119,-106.8321821",0.451729735882891,0.284106428858705,0.370218659546216,0.897280158718267,0.255313696408376
1804,"NM, Eddy",35015,"+32.4578575,-104.3064708",0.492242607705777,0.44447361733055,0.469424472468587,0.87418172396816,0.180890617055813
1805,"NM, Grant",35017,"+32.7320870,-108.3815043",0.404921165722086,0.389058562389978,0.390391041738599,0.346322673264512,0.493912385495257
1806,"NM, Guadalupe",35019,"+34.8697822,-104.7849677",0.443959999558043,0.42869564369096,0.403174561829131,0.581540200042497,0.362429592669586
1807,"NM, Harding",35021,"+35.8631519,-103.8299311",0.495426501674517,0.438205733225784,0.300336280836993,0.655988939934277,0.587175052701013
1808,"NM, Hidalgo",35023,"+31.8996575,-108.7457292",0.499718539505803,0.436782060866533,0.353373531635153,0.85761710940633,0.351101456115197
1809,"NM, Lea",35025,"+32.7956865,-103.4132707",0.53971597361233,0.495188646597282,0.491757725694312,0.903353850724271,0.268563671433456
1810,"NM, Lincoln",35027,"+33.7409407,-105.4490834",0.427802619103081,0.342528148623694,0.35252890338262,0.39758095276973,0.618572471636279
1811,"NM, Los Alamos",35028,"+35.8700469,-106.3079679",0.45223573452,0.349205559695018,0.201330483429133,0.362335134007614,0.896071760948236
1812,"NM, Luna",35029,"+32.1844822,-107.7466387",0.430508822214114,0.358977137825098,0.335324774241044,0.774333908414907,0.25339946837541
1813,"NM, McKinley",35031,"+35.5737323,-108.2553073",0.345296786003395,0.187711298418617,0.0769808000316374,0.238284576066798,0.878210469496528
1814,"NM, Mora",35033,"+35.9828413,-104.9218975",0.539311487498613,0.219188080940505,0.459362095006609,0.709179757805042,0.769516016242298
1815,"NM, Otero",35035,"+32.5887764,-105.7810785",0.419925276799884,0.387212402827575,0.296698546199021,0.385985722576449,0.609804435596493
1816,"NM, Quay",35037,"+35.1070184,-103.5480712",0.353312573566029,0.189101180606872,0.275263176307212,0.629485556635349,0.319400380714684
1817,"NM, Rio Arriba",35039,"+36.5096687,-106.6939829",0.431308429939532,0.388839256475615,0.205554385207066,0.287058163387742,0.843781914687703
1818,"NM, Roosevelt",35041,"+34.0214569,-103.4827248",0.570854885069021,0.593802398940653,0.43770011057892,0.977618539343142,0.274298491413371
1819,"NM, Sandoval",35043,"+35.6850734,-106.8826177",0.361497716947248,0.194873824078426,0.19862934235203,0.367304518376163,0.685183182982371
1820,"NM, San Juan",35045,"+36.5116245,-108.3245778",0.475428552636996,0.335538728799176,0.224251500876874,0.680007631048931,0.661916349823004
1821,"NM, San Miguel",35047,"+35.4768758,-104.8035146",0.388468928696124,0.332170112908568,0.131986112230759,0.310800777593032,0.778918712052138
1822,"NM, Santa Fe",35049,"+35.5137223,-105.9664409",0.378601684668376,0.250956785224685,0.103317082389661,0.456293308827772,0.703839562231386
1823,"NM, Sierra",35051,"+33.1194790,-107.1881607",0.493021571697084,0.34237832168471,0.478301643929795,0.892586851259082,0.258819469914747
1824,"NM, Socorro",35053,"+33.9916142,-106.9390026",0.480871696769531,0.372637694975837,0.406695633425558,0.66123440121219,0.482919057464538
1825,"NM, Taos",35055,"+36.5765287,-105.6379865",0.464405003778118,0.414776239521851,0.287847802643247,0.266260369549,0.888735603398375
1826,"NM, Torrance",35057,"+34.6346444,-105.8468361",0.447112666639586,0.349806711051491,0.351690321226437,0.432366643349573,0.654586990930844
1827,"NM, Union",35059,"+36.4880853,-103.4757229",0.508483024423827,0.408720121830753,0.329417471925579,0.543809689096106,0.75198481484287
1828,"NM, Valencia",35061,"+34.7168404,-106.8065821",0.479214813175715,0.361561728192751,0.355876748614721,0.792370933160011,0.407049842735378
1829,"NY, Albany",36001,"+42.5882713,-073.9740136",0.40700407149506,0.238691744062546,0.165436387461233,0.293705599842565,0.930182554613896
1830,"NY, Allegany",36003,"+42.2478938,-078.0261758",0.418784326906574,0.228366425377806,0.29328837674101,0.311282496405396,0.842200009102084
1831,"NY, Bronx",36005,"+40.8487111,-073.8529390",0.394081473460061,0.351703191089889,0.0756225577953575,0.409289799229557,0.739710345725443
1832,"NY, Broome",36007,"+42.1619773,-075.8302910",0.400257187721025,0.291086513547883,0.15474356185803,0.19680260465586,0.958396070822327
1833,"NY, Cattaraugus",36009,"+42.2448527,-078.6810055",0.422135133745373,0.288577208121472,0.150857461947619,0.330239777515046,0.918866087397354
1834,"NY, Cayuga",36011,"+43.0085456,-076.5745866",0.47576761091523,0.354914715705076,0.163765383322509,0.497082256407255,0.88730808822608
1835,"NY, Chautauqua",36013,"+42.3042159,-079.4075949",0.444249037627836,0.354655345874613,0.140228405549328,0.457603258368227,0.824509140719175
1836,"NY, Chemung",36015,"+42.1552807,-076.7471788",0.401228783446853,0.397476187717057,0.20580552636022,0.152262196611828,0.849371223098308
