row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
55,"AL, Pike",01109,"+31.7987263,-085.9419965",0.583202745273072,0.679027260852446,0.457559852683088,0.783675017876524,0.488528099384528,0.836521989046907,0.497005408132465,0.340101588935544
56,"AL, Randolph",01111,"+33.2964753,-085.4640679",0.605047686909218,0.709807767488402,0.527270988868851,0.739120212077255,0.31979856390521,0.894336632023924,0.6782592941691,0.366740349831783
57,"AL, Russell",01113,"+32.2898113,-085.1869798",0.661522529481513,0.801517924297635,0.685962145151925,0.797893803102635,0.734526321996196,0.894906439214247,0.450836632513969,0.265014440093987
58,"AL, St. Clair",01115,"+33.7129627,-086.3156631",0.601296405624095,0.754085942913967,0.372518110005491,0.634252891314809,0.761624808463849,0.837627880192803,0.517312183903781,0.331653022573965
59,"AL, Shelby",01117,"+33.2629366,-086.6781042",0.479967054636763,0.352720878339434,0.113426681860955,0.489172838966225,0.760688150407765,0.815362545303452,0.497169160909673,0.331229126669835
60,"AL, Sumter",01119,"+32.5974811,-088.2000571",0.619929076558781,0.702375332845272,0.628872867903624,0.876982698231816,0.416846224242051,0.78803556880547,0.556985446209639,0.369405397673594
61,"AL, Talladega",01121,"+33.3692774,-086.1758045",0.692354038963532,0.82161802215437,0.611323979560066,0.880933890815642,0.662216823783774,0.902010345506825,0.617479069164963,0.350896141759084
62,"AL, Tallapoosa",01123,"+32.8633694,-085.7995532",0.640080832633732,0.816039616545174,0.644190016254692,0.836107207893405,0.488337110651974,0.914121468707849,0.442215960215337,0.33955444816769
63,"AL, Tuscaloosa",01125,"+33.2902022,-087.5228598",0.566050395237161,0.522320495450455,0.395258959966253,0.689085041183632,0.743081401636862,0.819673763941044,0.484169459390168,0.308763645091715
64,"AL, Walker",01127,"+33.7915714,-087.3010918",0.65852160146828,0.818402191854595,0.665993561096062,0.766228017775852,0.635974525411766,0.823942296844039,0.554945701969538,0.344164915326106
65,"AL, Washington",01129,"+31.4069737,-088.2020776",0.635016301423647,0.71234333483708,0.434161110268575,0.829845045299444,0.446318414633181,0.775708600497881,0.740441638917896,0.506295965511476
66,"AL, Wilcox",01131,"+31.9903296,-087.3022049",0.614175247595797,0.769703897252023,0.620282764832095,0.78561318533122,0.400182024628912,0.842648950715551,0.548784465384441,0.332011445026338
67,"AL, Winston",01133,"+34.1558884,-087.3641471",0.563016519510365,0.662684860079528,0.617310647720345,0.769417728304609,0.229662778624947,0.848774776471596,0.439432900293351,0.373831945078182
68,"AK, Aleutians East",02013,"+55.2437223,-161.9507485",0.3540544391807,0.251626560196935,0.50444931261102,0.679789829461692,0.0524480499625792,0.101842504715277,0.378921337216125,0.50930348010127
69,"AK, Aleutians West",02016,"+51.9594469,+178.3388130",0.344931354238941,0.290275427162579,0.523259162792553,0.515823283184882,0.170115132858302,0.0766009758542219,0.472357895604927,0.366087602215122
70,"AK, Anchorage",02020,"+61.1775490,-149.2743541",0.364963925863539,0.29408631493607,0.530807706684774,0.426360311267376,0.514458829362194,0.0633702860051187,0.409559847999091,0.31610418479015
71,"AK, Bethel",02050,"+60.9289164,-160.1533502",0.456848790610325,0.686388354543291,0.779018034842699,0.747210485804271,0.0884386167520462,0.0457293662063145,0.308901252723976,0.542255423399675
72,"AK, Bristol Bay",02060,"+58.7313725,-156.9866122",0.295366177145366,0.359585611023648,0.471864007698973,0.367725597667978,0.0527027208338051,0.0445095153691631,0.361911957274769,0.409263830149225
73,"AK, Denali",02068,"+63.6827316,-150.0267191",0.261977328449472,0.190206656785376,0.272628127039794,0.358536719141824,0.138091537670632,0.099496637720755,0.478865803256593,0.29601581753133
74,"AK, Dillingham",02070,"+59.8248160,-158.6022333",0.366726956099391,0.587921760661246,0.689203024145499,0.557756548294176,0.0716190908182239,0.0440403419702587,0.342775886147621,0.273772040658713
75,"AK, Fairbanks North Star",02090,"+64.6908322,-146.5998673",0.317339759615765,0.306303977916194,0.492182207235367,0.371631429756553,0.474463262447592,0.0981829522038228,0.299893179346594,0.178721308404236
76,"AK, Haines",02100,"+59.0999054,-135.5781024",0.255374609518793,0.177758551455649,0.39732343381451,0.307865492664349,0.0525920942261293,0.0514532816729478,0.415084537884979,0.385544874912988
77,"AK, ",02105,"+58.0764336,-135.1850997",0.348408260227126,0.557821128117397,0.402633299918044,0.617653471547887,0.0746106775023688,0.0450725234478484,0.323689561294828,0.417377159761509
78,"AK, Juneau",02110,"+58.3727004,-134.1787807",0.268134739550595,0.150011551829268,0.402576559912581,0.290272541261535,0.0989675173225633,0.0741612741799192,0.413559379584878,0.447394352763423
79,"AK, Kenai Peninsula",02122,"+60.3663727,-152.3219731",0.356979872696275,0.35757256175471,0.483948594719304,0.511374220471318,0.258256596488281,0.0460108702456571,0.439005380085164,0.402690885109489
80,"AK, Ketchikan Gateway",02130,"+55.4499378,-131.1066847",0.289240571665459,0.266669334496036,0.568219433649189,0.357231218787022,0.137265221812616,0.0613059230499395,0.281673708056922,0.352319161806491
81,"AK, Kodiak Island",02150,"+57.5536114,-153.6309109",0.307645098304822,0.217662104032901,0.585669947747971,0.346565966405485,0.223000502787699,0.0719092418651782,0.378698731615866,0.330009193678653
82,"AK, Lake and Peninsula",02164,"+58.2050652,-156.7051884",0.40116102107179,0.573968182135221,0.703010102604385,0.666275524827383,0.0503308990882721,0.0408499628577091,0.468121628431684,0.305570847557878
83,"AK, Matanuska-Susitna",02170,"+62.1821735,-149.4079740",0.32171340338301,0.367979786539687,0.535205235671506,0.390026044465809,0.204535964895426,0.0568956931002384,0.422386275667473,0.27496482334093
84,"AK, Nome",02180,"+64.7836858,-164.1889119",0.425951324915892,0.541507843462376,0.78044152571341,0.702242263833046,0.041795863413777,0.0409437975374899,0.323094883657303,0.55163309679384
85,"AK, North Slope",02185,"+69.4493427,-153.4728302",0.360646297260909,0.505249317519165,0.589114241984676,0.483172567621025,0.143900943756166,0.0748181169383853,0.342752896499232,0.385515996507714
86,"AK, Northwest Arctic",02188,"+67.0050655,-160.0210864",0.41926348316887,0.668764846477161,0.707368188961376,0.698859034054502,0.0953803920509714,0.0420698136948604,0.359531535628015,0.362870571315207
87,"AK, Petersburg",02195,"+56.6396123,-133.5279958",0.321178239035063,0.228257262800875,0.676346926602536,0.406181288259213,0.0291289173783458,0.0477937291614937,0.439133592839971,0.421405956203009
88,"AK, Prince of Wales-Hyder",02198,"+55.4156834,-132.8757340",0.366250476175851,0.458297852989583,0.605468029395168,0.597227645098394,0.129613362660789,0.0477937291614937,0.384229952474306,0.341122761451226
89,"AK, Sitka",02220,"+57.1425085,-135.3326236",0.298280574097961,0.173808786901085,0.442374270302876,0.470255837468766,0.0368359622535181,0.0565203543811149,0.419320160387528,0.488848646990837
90,"AK, Skagway",02230,"+59.5750974,-135.3354181",0.226581937634467,0.160213374594456,0.253734953037642,0.271309322076559,0.107464584713642,0.0450725234478484,0.353100750194236,0.395178055376884
91,"AK, Southeast Fairbanks",02240,"+63.8649972,-143.2186282",0.355180121992677,0.4340477658837,0.580270639806456,0.461579101112074,0.265519513625723,0.0782900000902776,0.4738124398155,0.192741393615008
92,"AK, Valdez-Cordova",02261,"+61.3498403,-145.0231406",0.313057679054908,0.117106270227688,0.488073344248539,0.283180938536653,0.315755664627613,0.0743489435394809,0.430253282942802,0.482685309261577
93,"AK, ",02270,"+62.2831737,-163.1909497",0.307747387950087,0.325611975760073,0.529234223004756,0.566864760563126,0.043939612988559,0.0426328217735456,0.257119472188529,0.388828849372023
94,"AK, Wrangell",02275,"+56.2791206,-132.0403255",0.340117123023482,0.416106271785792,0.594520927328905,0.508843383669168,0.0167145895264837,0.0477937291614937,0.338250666652007,0.458590293040523
95,"AK, Yakutat",02282,"+59.9990832,-140.2395926",0.311040965253604,0.39045948988762,0.462949709467272,0.59226333536565,0,0.055769676942868,0.314230347249351,0.361614197862471
96,"AK, Yukon-Koyukuk",02290,"+65.3761313,-151.5768554",0.412281515062735,0.634147925629609,0.750539549846124,0.655332535737467,0.226109294795716,0.0500457614762347,0.280090107640315,0.289705430313675
97,"AZ, Apache",04001,"+35.3858453,-109.4937467",0.566968696100116,0.860962212942422,0.885362458078693,0.568423185188287,0.381528674894264,0.412239510394281,0.288210289428571,0.572054541774298
98,"AZ, Cochise",04003,"+31.8817928,-109.7541201",0.557259144709089,0.663086326330229,0.753027775180323,0.519146446854128,0.358175068525535,0.502751984220333,0.357741519798901,0.746884892054177
99,"AZ, Coconino",04005,"+35.8296919,-111.7737277",0.456755442787436,0.441487714996795,0.531618428620802,0.422114904434206,0.341251381750865,0.350811651114503,0.437182210096234,0.672821808498648
100,"AZ, Gila",04007,"+33.7896177,-110.8118696",0.575291142072607,0.771393484291297,0.819088835478553,0.554198758291321,0.362188934192606,0.593198457502039,0.23855859385173,0.688410930900702
101,"AZ, Graham",04009,"+32.9318277,-109.8783103",0.559713294547988,0.507606307975354,0.744258665416109,0.637624755431973,0.407989792875259,0.436960769690437,0.401247102484062,0.782305667962723
102,"AZ, Greenlee",04011,"+33.2388723,-109.2423231",0.488797724887299,0.419067402879597,0.71490918279574,0.621465285560213,0.244487567457577,0.339522376526478,0.382675217188321,0.699457041803167
103,"AZ, La Paz",04012,"+33.7276249,-114.0387933",0.522562616154269,0.776196708952581,0.749517163001007,0.546532191531389,0.55218355278597,0.473125063540734,0.225086962331143,0.33529667093706
104,"AZ, Maricopa",04013,"+33.3465408,-112.4955335",0.440479067699103,0.402109971971758,0.582360318346701,0.319112314083831,0.908603054899944,0.505633910825706,0.235351099460068,0.130182804305716
105,"AZ, Mohave",04015,"+35.7177050,-113.7496891",0.538204370251336,0.799325523956461,0.821767512282244,0.539373039144776,0.502112286430187,0.521504619964564,0.266489239044423,0.316858370936697
106,"AZ, Navajo",04017,"+35.3909336,-110.3209076",0.552407067646777,0.788844017557983,0.954583697124315,0.540086063887461,0.276985871469261,0.486854345178517,0.263236113722337,0.556259364587561
107,"AZ, Pima",04019,"+32.1282374,-111.7830177",0.51209844058788,0.423857579644685,0.692424968698256,0.400281102881769,0.81875281712617,0.510805091214752,0.252346963718085,0.486220560831445
108,"AZ, Pinal",04021,"+32.9189100,-111.3672569",0.564285898936506,0.646685801956215,0.731979964243214,0.608150439961139,0.660685304816358,0.549386094531077,0.375766590282809,0.377347096764731
109,"AZ, Santa Cruz",04023,"+31.5259036,-110.8451898",0.570223528356509,0.635938207553276,0.720126982585426,0.770769559890866,0.377571534523126,0.478986433014675,0.315939909198446,0.692232071729749
110,"AZ, Yavapai",04025,"+34.6300439,-112.5737449",0.486229719190731,0.586791685798363,0.609997799803295,0.394491833671679,0.447164807094953,0.436505309388361,0.397410862265925,0.531245736312542
111,"AZ, Yuma",04027,"+32.7739424,-113.9109050",0.510988245158914,0.602648042876734,0.844932515384497,0.521855384834397,0.759843341361452,0.475820981846151,0.31994292762139,0.0518745221877784
112,"AR, Arkansas",05001,"+34.2895735,-091.3765467",0.57469444906873,0.721957766653236,0.621599668205626,0.729772077012786,0.364573628567383,0.730194030688138,0.581487811384165,0.273276160969776
113,"AR, Ashley",05003,"+33.1908354,-091.7722672",0.585746404332368,0.789424957874548,0.562203137741753,0.718231229321754,0.38911948085547,0.694753572393823,0.553283644752059,0.393208807387173
114,"AR, Baxter",05005,"+36.2807100,-092.3304383",0.506844905527093,0.669970419714132,0.383718951450154,0.559485183545154,0.47371848202786,0.626713795354247,0.38055226657799,0.453755240020112
115,"AR, Benton",05007,"+36.3378246,-094.2561871",0.407837359276722,0.45563303285465,0.254001900878609,0.348531624689248,0.52681796608677,0.538359924283144,0.361035459433979,0.370481606710651
116,"AR, Boone",05009,"+36.3043077,-093.0792041",0.503879919596229,0.693749661930802,0.478713973276415,0.488253323818979,0.331084537746574,0.578994480652494,0.468225383374628,0.488138076373714
117,"AR, Bradley",05011,"+33.4638194,-092.1681641",0.563739265890045,0.817747747959093,0.701446177724133,0.669413810098953,0.339628659021007,0.743222211922433,0.421537913545918,0.253178340958776
118,"AR, Calhoun",05013,"+33.5604604,-092.5138790",0.564795215480042,0.756320741991023,0.505212326724823,0.673494100159545,0.53196161405182,0.746844557418894,0.375247892261916,0.364485275752275
119,"AR, Carroll",05015,"+36.3377742,-093.5416633",0.538365834998054,0.720319581998886,0.505913963663027,0.601000354801373,0.204492089213364,0.59427577362052,0.63805786029542,0.504501221393785
120,"AR, Chicot",05017,"+33.2671393,-091.2971578",0.658702111290046,0.894673243944562,0.789424823838854,0.724955501718735,0.577538095130228,0.687337897289029,0.556076638245055,0.38090857886386
121,"AR, Clark",05019,"+34.0533118,-093.1762051",0.570533289392269,0.627177880728985,0.497484985560147,0.7027921607953,0.556658306370067,0.729697795287875,0.506457852343381,0.37346404466013
122,"AR, Clay",05021,"+36.3673021,-090.4187041",0.636113451137163,0.787701844740733,0.5624704156906,0.798407511284204,0.503683026182307,0.611211748279797,0.710678986573261,0.478640625209243
123,"AR, Cleburne",05023,"+35.5662882,-092.0599743",0.525278123616237,0.697898219773463,0.372019248990218,0.712748632380253,0.250209163472657,0.614893956446065,0.581153982509799,0.448023661741205
124,"AR, Cleveland",05025,"+33.8932006,-092.1887141",0.521149587163029,0.649550255195085,0.454130699354081,0.681655077244704,0.31281658563002,0.707381757999811,0.507326296440826,0.335186438276676
125,"AR, Columbia",05027,"+33.2150704,-093.2269012",0.604858028229467,0.740680368282907,0.677536163056824,0.787050842718407,0.49776665870658,0.793033419095578,0.442829821820177,0.295108923925798
126,"AR, Conway",05029,"+35.2657024,-092.6892483",0.581422007840345,0.748281179867512,0.50132848045078,0.760372264566061,0.485489143019255,0.588546984836353,0.60085709459544,0.385078907547013
127,"AR, Craighead",05031,"+35.8282682,-090.6304114",0.577750904709437,0.640119748030817,0.599516565765701,0.616770845254715,0.667026362953518,0.612637629068451,0.570291722479094,0.337893459413764
128,"AR, Crawford",05033,"+35.5830407,-094.2362241",0.603955398332172,0.731554822206859,0.586701913612502,0.703621147034096,0.717194427351681,0.518772450401355,0.567007773241626,0.402835254477085
129,"AR, Crittenden",05035,"+35.2118784,-090.3153314",0.650516320011614,0.896845233147028,0.719909181020484,0.588355752080122,0.910034871071975,0.683464841749945,0.503233613749885,0.251770747261857
130,"AR, Cross",05037,"+35.2912586,-090.7738942",0.587860361632754,0.830585297648144,0.474198802165377,0.657756084502361,0.495560441338738,0.690106516449407,0.676017864887275,0.290797524437979
131,"AR, Dallas",05039,"+33.9678233,-092.6539989",0.562927318441038,0.67993964557317,0.735976404093861,0.731309070629303,0.259047266128079,0.77088955769521,0.432535160834477,0.330794124133168
132,"AR, Desha",05041,"+33.8287478,-091.2444274",0.609185279394645,0.797568166027158,0.69090526578797,0.795252997360677,0.42305590735047,0.682904468359456,0.613679000752335,0.26093115012445
133,"AR, Drew",05043,"+33.5872418,-091.7227781",0.536792205090113,0.730419721141057,0.530385999788858,0.720110173384078,0.30000168230035,0.681263112159689,0.483266236558073,0.312098510298685
134,"AR, Faulkner",05045,"+35.1463563,-092.3246543",0.514279036591221,0.591022175542714,0.349945338201388,0.58305142001568,0.670738550739494,0.583801200541298,0.459494358477373,0.361900212620601
135,"AR, Franklin",05047,"+35.5085730,-093.8876719",0.605292498681722,0.736518753476523,0.53565495928066,0.783730315482156,0.505464816944856,0.564836525512424,0.591799870794983,0.519042249280451
136,"AR, Fulton",05049,"+36.3834433,-091.8192392",0.589684598964473,0.738303183721842,0.670399732013684,0.787248770203019,0.258901873811048,0.630967498665458,0.436434837757275,0.605536296578983
137,"AR, Garland",05051,"+34.5788613,-093.1469148",0.564584062882398,0.824255147757406,0.650738089923215,0.684541738975432,0.435158288851657,0.709764235691356,0.323104389767626,0.324526549210091
138,"AR, Grant",05053,"+34.2880633,-092.4239843",0.504607321246197,0.567590313296293,0.396136340011085,0.602135561274904,0.369235568220953,0.719414877487206,0.518568421801719,0.359170166631219
139,"AR, Greene",05055,"+36.1199223,-090.5652409",0.612896147029249,0.674377138624397,0.60076215346271,0.695059879189929,0.655952794156725,0.600932981965466,0.654806656594836,0.408381425210678
140,"AR, Hempstead",05057,"+33.7286109,-093.6658093",0.609865425982921,0.753458937425123,0.602639318174328,0.733877620903099,0.582371967397765,0.740595250716666,0.531057312712331,0.325057574551135
141,"AR, Hot Spring",05059,"+34.3151767,-092.9441474",0.590360091519706,0.778092109253944,0.645660010628908,0.786250409569426,0.383440147973919,0.701367962825708,0.459203128071718,0.378506872314323
142,"AR, Howard",05061,"+34.0831786,-093.9909884",0.553205526187733,0.792140733228377,0.570585490709249,0.698192574521103,0.293844184610487,0.721578052328954,0.499401761182259,0.296695886733701
143,"AR, Independence",05063,"+35.7374992,-091.5599423",0.57129524807284,0.706226550429317,0.489895477363486,0.64841994004187,0.513535006236762,0.585554442576636,0.582877436073313,0.472557883788495
144,"AR, Izard",05065,"+36.0948792,-091.9136252",0.549309064589413,0.714468162521191,0.577642023601505,0.651836649529975,0.208563364085272,0.621854051312846,0.48430211486984,0.586497086205261
145,"AR, Jackson",05067,"+35.5966053,-091.2231780",0.663044317655798,0.84843043834145,0.612561852721699,0.82058555188679,0.550049768074937,0.680742528025321,0.686787533997025,0.442152550543363
146,"AR, Jefferson",05069,"+34.2776955,-091.9307012",0.635751433604897,0.909270582509158,0.647273575150747,0.731010093695833,0.651286585085481,0.781121470063498,0.49576105528017,0.234536673449392
147,"AR, Johnson",05071,"+35.5733586,-093.4663223",0.589273034641118,0.752897053510486,0.622058387247795,0.72604327462865,0.554001657056578,0.538116746301311,0.564503709953814,0.36729041378919
