ToxPi Score,FIPS,Name,Source,Baseline.Health!1!0x88cceeff,Baseline.SocialEconomic!1!0x44aa99ff,Baseline.Infrastructure!1!0x117733ff,Baseline.Environment!1!0x332288ff
0.654585785159247,01033,"AL, Colbert","+34.7031120,-087.8014569",0.753321448702389,0.503711118246316,0.727582921448435,0.633727652239849
0.719064305132188,01035,"AL, Conecuh","+31.4282925,-086.9920291",0.916236029699438,0.687455743201802,0.796038100865042,0.47652734676247
0.638086509666089,01037,"AL, Coosa","+32.9314453,-086.2434818",0.755412674801892,0.540244668612737,0.758754645460563,0.497934049789165
0.63224519777549,01039,"AL, Covington","+31.2439873,-086.4487206",0.765160915418,0.553447982845292,0.723570438566935,0.486801454271732
0.625922053552019,01041,"AL, Crenshaw","+31.7328256,-086.3192219",0.803817993791509,0.56552830658095,0.72601392072538,0.408327993110238
0.623426480944335,01043,"AL, Cullman","+34.1319229,-086.8692666",0.68369992948183,0.495419870371453,0.696737200623128,0.617848923300928
0.613999895642673,01045,"AL, Dale","+31.4306536,-085.6094760",0.670995349001805,0.51755531319309,0.766371050676761,0.501077869699036
0.749833738409464,01047,"AL, Dallas","+32.3335397,-087.1143556",0.884721780520918,0.59018254190034,0.884792896801574,0.639637734415024
0.711149354314743,01049,"AL, DeKalb","+34.4609290,-085.8039920",0.822775173777723,0.630819517519164,0.731406857719263,0.659595868242821
0.553520410957366,01051,"AL, Elmore","+32.5972286,-086.1427385",0.589633241119714,0.422949895574271,0.583935288547649,0.617563218587831
0.674330723164497,01053,"AL, Escambia","+31.1217475,-087.1684290",0.922922787259438,0.568135805505585,0.709447802737776,0.49681649715519
0.709790028552876,01055,"AL, Etowah","+34.0476377,-086.0344203",0.823793376300976,0.570499358072629,0.684813821996135,0.760053557841766
0.611432242205181,01057,"AL, Fayette","+33.7322485,-087.7520486",0.75967200894163,0.58849910069039,0.731565588704057,0.365992270484645
0.65850397130476,01059,"AL, Franklin","+34.4419884,-087.8428147",0.797348661384888,0.644436284375066,0.70395974204346,0.488271197415625
0.615953668762244,01061,"AL, Geneva","+31.0908664,-085.8243464",0.81070901058531,0.60619102272368,0.712560951024507,0.33435369071548
0.778160407691411,01063,"AL, Greene","+32.8444965,-087.9642005",0.834036797611984,0.813869485644392,1,0.464735347509267
0.67105046064094,01065,"AL, Hale","+32.7527958,-087.6230608",0.831984738695539,0.60895412808782,0.777507725236166,0.465755250544236
0.586221194742693,01067,"AL, Henry","+31.5169779,-085.2399712",0.735369052412378,0.484391598399616,0.704451162785014,0.420672965373763
0.654790460048402,01069,"AL, Houston","+31.1581928,-085.2963976",0.753498286686452,0.599488658238794,0.658543245928269,0.607631649340095
0.67829606665851,01071,"AL, Jackson","+34.7635224,-085.9774003",0.783295115378295,0.564890523606283,0.765196232997044,0.599802394652416
0.69496143899978,01073,"AL, Jefferson","+33.5534439,-086.8965359",0.646723494785308,0.597827553500147,0.704144560295243,0.83115014741842
0.639626588000325,01075,"AL, Lamar","+33.7870852,-088.0874309",0.813920426146385,0.580784762101387,0.754981608393261,0.408819555360269
0.56173042740205,01077,"AL, Lauderdale","+34.9041221,-087.6509966",0.601610179282455,0.469885795168815,0.568817793961885,0.606607941195047
0.636109153961658,01079,"AL, Lawrence","+34.5297759,-087.3218651",0.701425955775779,0.448708978563012,0.763110212512612,0.631191468995229
0.539997595885355,01081,"AL, Lee","+32.6040644,-085.3530477",0.501908990680939,0.437921842841411,0.597271364719835,0.622888185299234
0.594605420129238,01083,"AL, Limestone","+34.8102387,-086.9813995",0.579168488119901,0.441303008890129,0.602311099532097,0.755639083974827
0.72135059883677,01085,"AL, Lowndes","+32.1478880,-086.6505859",0.841721308546372,0.56338142207264,0.94088152593198,0.539418138796085
0.681553958744056,01087,"AL, Macon","+32.3870267,-085.6928870",0.814178454431349,0.5634700481569,0.788795616445546,0.55977171594243
0.519699255847521,01089,"AL, Madison","+34.7642377,-086.5510803",0.404306685216146,0.34761852227069,0.510478996898415,0.816392819004835
0.655634070959442,01091,"AL, Marengo","+32.2475911,-087.7910910",0.808364656919805,0.58266953075889,0.834909899667908,0.396592196491164
0.668662535655001,01093,"AL, Marion","+34.1382194,-087.8815510",0.801101886427403,0.550106135979112,0.783597758053816,0.539844362159674
0.634878886632792,01095,"AL, Marshall","+34.3095637,-086.3216681",0.74325657827201,0.551615615556569,0.634590204727784,0.610053147974803
0.657827269626635,01097,"AL, Mobile","+30.6845730,-088.1965684",0.711655857633237,0.578741099734709,0.641809441622819,0.699102679515774
0.63342871833034,01099,"AL, Monroe","+31.5803324,-087.3832656",0.888217789223798,0.480276414746802,0.756894545318942,0.408326124031816
0.689238664229869,01101,"AL, Montgomery","+32.2036505,-086.2038308",0.688629272856301,0.583944355859325,0.684381164058004,0.799999864145846
0.600174887860214,01103,"AL, Morgan","+34.4544844,-086.8464021",0.544405575341856,0.421426599602077,0.67573232912139,0.759135047375531
0.707710820245304,01105,"AL, Perry","+32.6390053,-087.2938269",0.853887179808815,0.721080796993359,0.805763658676884,0.450111645502158
0.676893491652871,01107,"AL, Pickens","+33.2968085,-088.0968780",0.812359062948177,0.705058463967928,0.735723223880993,0.454433215814387
0.633603826019398,01109,"AL, Pike","+31.7987263,-085.9419965",0.7450194154774,0.485431710667085,0.763232384247964,0.540731793685143
0.596452957042735,01111,"AL, Randolph","+33.2964753,-085.4640679",0.734779774062957,0.556718653346842,0.687990849022487,0.406322551738655
0.705457093983799,01113,"AL, Russell","+32.2898113,-085.1869798",0.806050176507045,0.561373620294685,0.704440879039507,0.749963700093961
0.675130033206617,01115,"AL, St. Clair","+33.7129627,-086.3156631",0.765674433733036,0.486135340323522,0.693741881958559,0.75496847681135
0.47640944252768,01117,"AL, Shelby","+33.2629366,-086.6781042",0.36394200763363,0.256507689103347,0.517665511863743,0.767522561509998
0.671531221458652,01119,"AL, Sumter","+32.5974811,-088.2000571",0.779472387079706,0.664490821396488,0.864225946370172,0.377935730988244
0.72967236761366,01121,"AL, Talladega","+33.3692774,-086.1758045",0.8252873987051,0.610935147037842,0.810710009966625,0.671756914745074
0.693492701189838,01123,"AL, Tallapoosa","+32.8633694,-085.7995532",0.81777364696395,0.605730787029886,0.779884985926002,0.570581384839512
0.597778652381176,01125,"AL, Tuscaloosa","+33.2902022,-087.5228598",0.562442956734568,0.478377092406055,0.615383232891533,0.73491132749255
0.734122624157378,01127,"AL, Walker","+33.7915714,-087.3010918",0.86379377162057,0.647770543122234,0.760094633749866,0.664831548136842
0.647250435164814,01129,"AL, Washington","+31.4069737,-088.2020776",0.801096379988084,0.503912984129164,0.817607859646087,0.466384516895923
0.674946355408334,01131,"AL, Wilcox","+31.9903296,-087.3022049",0.866855859138425,0.631209543070484,0.777506272672907,0.424213746751521
0.633846330700101,01133,"AL, Winston","+34.1558884,-087.3641471",0.776171935104834,0.657553947730757,0.733181855266428,0.368477584698385
0.395265945210181,02013,"AK, Aleutians East","+55.2437223,-161.9507485",0.369441184407321,0.608565916273374,0.544543575133473,0.0585131050265549
0.380820630342661,02016,"AK, Aleutians West","+51.9594469,+178.3388130",0.435693194458971,0.543588215349255,0.38686615683765,0.157134954724768
0.401953804789866,02020,"AK, Anchorage","+61.1775490,-149.2743541",0.336740445714596,0.419164104699836,0.315864494066473,0.536046174678558
0.567831125109914,02050,"AK, Bethel","+60.9289164,-160.1533502",0.779531575616679,0.756391310782647,0.638648253625294,0.0967533604150347
0.294817240582679,02060,"AK, Bristol Bay","+58.7313725,-156.9866122",0.465291756354526,0.356073380770711,0.29486184131101,0.0630419838944694
0.257578301802192,02068,"AK, Denali","+63.6827316,-150.0267191",0.324390061049186,0.31555385830304,0.309344707570758,0.081024580285784
0.464502260848071,02070,"AK, Dillingham","+59.8248160,-158.6022333",0.677952696189565,0.710424108805782,0.389769835702277,0.0798624026946593
0.38464989313199,02090,"AK, Fairbanks North Star","+64.6908322,-146.5998673",0.359204415065529,0.434600564673988,0.332848998770389,0.411945594018057
0.234200670533434,02100,"AK, Haines","+59.0999054,-135.5781024",0.251577941341573,0.287948334700337,0.324061993593571,0.0732144124982559
0.424776942336551,02105,"AK, ","+58.0764336,-135.1850997",0.644183708172963,0.437428187715898,0.535000952202791,0.0824949212545504
0.230347581725023,02110,"AK, Juneau","+58.3727004,-134.1787807",0.179476303907466,0.334518205784538,0.283445496159273,0.123950321048817
0.405830083448569,02122,"AK, Kenai Peninsula","+60.3663727,-152.3219731",0.383190100702628,0.433777598069696,0.46901394308102,0.337338691940932
0.319947428033439,02130,"AK, Ketchikan Gateway","+55.4499378,-131.1066847",0.364414912519844,0.484642468252669,0.267860741831625,0.162871589529619
0.339625125634691,02150,"AK, Kodiak Island","+57.5536114,-153.6309109",0.313371120752107,0.45190708013434,0.351019801197614,0.242202500454705
0.491216094650299,02164,"AK, Lake and Peninsula","+58.2050652,-156.7051884",0.648677655544923,0.716784341095485,0.538523761351983,0.0608786206088041
0.36337081870384,02170,"AK, Matanuska-Susitna","+62.1821735,-149.4079740",0.409076389874945,0.491243658920387,0.339417556852455,0.213745669167572
0.49572578279949,02180,"AK, Nome","+64.7836858,-164.1889119",0.607760458606184,0.764917812022346,0.570210772970392,0.040014087599039
0.456464660754159,02185,"AK, North Slope","+69.4493427,-153.4728302",0.619958162311832,0.518339955127767,0.533559381116756,0.154001144460281
0.529319584584389,02188,"AK, Northwest Arctic","+67.0050655,-160.0210864",0.746481532584664,0.721111530348741,0.552448573710924,0.0972367016932271
0.27992586651275,02195,"AK, Petersburg","+56.6396123,-133.5279958",0.304269606183719,0.437497828724339,0.345177764381849,0.0327582667610909
0.408011015420998,02198,"AK, Prince of Wales-Hyder","+55.4156834,-132.8757340",0.539876321418926,0.555971080937252,0.494345889082932,0.0418507702448831
0.260282332004134,02220,"AK, Sitka","+57.1425085,-135.3326236",0.297884186582563,0.303506930439721,0.383855362665752,0.0558828483285019
0.228908905938747,02230,"AK, Skagway","+59.5750974,-135.3354181",0.259505821106039,0.290874980170275,0.261113105701457,0.104141716777216
0.47433930967898,02240,"AK, Southeast Fairbanks","+63.8649972,-143.2186282",0.552034655656864,0.477771956870537,0.618038371056318,0.249512255132201
0.27835665002546,02261,"AK, Valdez-Cordova","+61.3498403,-145.0231406",0.233688446919772,0.400422560598495,0.31065537144868,0.168660221134895
0.355277481671965,02270,"AK, ","+62.2831737,-163.1909497",0.433687028342297,0.586824233034789,0.377470023943295,0.0231286413674768
0.316558720129221,02275,"AK, Wrangell","+56.2791206,-132.0403255",0.51800893965939,0.401832405774141,0.32804809504757,0.0183454400357829
0.36051089051842,02282,"AK, Yakutat","+59.9990832,-140.2395926",0.486838018198852,0.46660180849495,0.488603735379876,0
0.634906457449726,02290,"AK, Yukon-Koyukuk","+65.3761313,-151.5768554",0.746080464359484,0.78874138382366,0.786673364512749,0.218130617103014
0.719337602644944,04001,"AZ, Apache","+35.3858453,-109.4937467",0.899778422724518,0.895495117428927,0.567080492613282,0.51499637781305
0.62300710779073,04003,"AZ, Cochise","+31.8817928,-109.7541201",0.691925989244947,0.707912516184183,0.486288197278327,0.605901728455465
0.494234702557506,04005,"AZ, Coconino","+35.8296919,-111.7737277",0.487035953628332,0.544588598190234,0.444184623090781,0.501129635320678
0.632865607112578,04007,"AZ, Gila","+33.7896177,-110.8118696",0.827352404689201,0.623039684770559,0.540878090029228,0.540192248961324
0.598640004149935,04009,"AZ, Graham","+32.9318277,-109.8783103",0.526551062640289,0.832546050291322,0.550188360012161,0.485274543655969
0.523693621526618,04011,"AZ, Greenlee","+33.2388723,-109.2423231",0.569686515737955,0.635160155697273,0.56775070429756,0.322177110373683
0.661313887620853,04012,"AZ, La Paz","+33.7276249,-114.0387933",0.793766145134398,0.568979831905501,0.631585035577057,0.650924537866457
0.527939128189818,04013,"AZ, Maricopa","+33.3465408,-112.4955335",0.433697167426075,0.61380496056261,0.211255319279885,0.852999065490702
0.672227728267585,04015,"AZ, Mohave","+35.7177050,-113.7496891",0.833021903058099,0.759983203000071,0.445242402419908,0.650663404592261
0.670637863719337,04017,"AZ, Navajo","+35.3909336,-110.3209076",0.856289755560454,0.878598780834558,0.526829067236346,0.420833851245991
0.554175485458975,04019,"AZ, Pima","+32.1282374,-111.7830177",0.44978193080018,0.632525407497852,0.309841057112487,0.82455354642538
0.645918302958944,04021,"AZ, Pinal","+32.9189100,-111.3672569",0.68241141069626,0.702782790345369,0.507574697397446,0.690904313396702
0.661908798111711,04023,"AZ, Santa Cruz","+31.5259036,-110.8451898",0.614405895529985,0.794727046445748,0.683925244871947,0.554577005599166
0.528370827200605,04025,"AZ, Yavapai","+34.6300439,-112.5737449",0.634662395995908,0.508764205425056,0.372998718003107,0.597057989378349
0.654295757962597,04027,"AZ, Yuma","+32.7739424,-113.9109050",0.620856127103166,0.863716389856899,0.379596898658517,0.753013616231806
0.604156641252399,05001,"AR, Arkansas","+34.2895735,-091.3765467",0.750774272035709,0.53618215383246,0.755829878584687,0.373840260556741
0.624639811851949,05003,"AR, Ashley","+33.1908354,-091.7722672",0.835520372719524,0.598641301139388,0.703585246571886,0.360812326977
0.507608432292408,05005,"AR, Baxter","+36.2807100,-092.3304383",0.690667707563637,0.297252769974437,0.50020843074717,0.542304820884387
0.443610316471433,05007,"AR, Benton","+36.3378246,-094.2561871",0.438141047574364,0.396001327842704,0.383943136079231,0.556355754389432
0.498077216227141,05009,"AR, Boone","+36.3043077,-093.0792041",0.650707041517143,0.415542147228052,0.510128600577421,0.415931075585948
0.612008305574858,05011,"AR, Bradley","+33.4638194,-092.1681641",0.848042672526745,0.703772977183413,0.578229213665347,0.317988358923928
0.649998910533657,05013,"AR, Calhoun","+33.5604604,-092.5138790",0.806022206829916,0.581602769573709,0.722942063454979,0.489428602276025
0.467978769936709,05015,"AR, Carroll","+36.3377742,-093.5416633",0.691958981957869,0.415233399299466,0.472797298822144,0.291925399667356
0.743671140149867,05017,"AR, Chicot","+33.2671393,-091.2971578",0.914019135503976,0.720553259830203,0.785531678498589,0.554580486766699
0.571788583726025,05019,"AR, Clark","+34.0533118,-093.1762051",0.648192119741226,0.433266618615958,0.749439876735865,0.456255719811051
0.644532386233257,05021,"AR, Clay","+36.3673021,-090.4187041",0.823984228410297,0.508837492255307,0.756973927255103,0.488333897012322
0.497974088944898,05023,"AR, Cleburne","+35.5662882,-092.0599743",0.678880306796903,0.400095111557726,0.5888094143004,0.32411152312456
0.546855216621573,05025,"AR, Cleveland","+33.8932006,-092.1887141",0.705608766640207,0.523600408306518,0.681317769266031,0.276893922273535
0.638454464504847,05027,"AR, Columbia","+33.2150704,-093.2269012",0.762572830071195,0.589606518548506,0.764553209920123,0.437085299479566
0.590464294663251,05029,"AR, Conway","+35.2657024,-092.6892483",0.775157060304382,0.504777668346202,0.633402820678349,0.448519629324071
0.622380589642825,05031,"AR, Craighead","+35.8282682,-090.6304114",0.621168798168462,0.619343161442514,0.599334489561308,0.649675909399017
0.673444100851824,05033,"AR, Crawford","+35.5830407,-094.2362241",0.691494666119353,0.62241328620495,0.706046413034587,0.673822038048406
0.780797053316857,05035,"AR, Crittenden","+35.2118784,-090.3153314",0.865099309846276,0.72419767568208,0.665001152647293,0.868890075091778
0.618922868423373,05037,"AR, Cross","+35.2912586,-090.7738942",0.860520169053396,0.530188961612689,0.578773979518079,0.506208363509326
0.588093952586917,05039,"AR, Dallas","+33.9678233,-092.6539989",0.769992414875285,0.641665374570086,0.728330395997379,0.212387624904918
0.650383692924442,05041,"AR, Desha","+33.8287478,-091.2444274",0.858306843430723,0.569677014374285,0.762734648601116,0.410816265291643
0.563417085832352,05043,"AR, Drew","+33.5872418,-091.7227781",0.755246189818401,0.510510166665935,0.692786500966715,0.295125485878357
0.572201443826603,05045,"AR, Faulkner","+35.1463563,-092.3246543",0.586123039043735,0.460295073333823,0.586666169776146,0.655721493152706
0.662306819016463,05047,"AR, Franklin","+35.5085730,-093.8876719",0.77419138613656,0.550127088614801,0.822388051280626,0.502520750033866
0.586826189565792,05049,"AR, Fulton","+36.3834433,-091.8192392",0.788680722642832,0.660118516639719,0.658867088897361,0.239638430083255
0.589840127244651,05051,"AR, Garland","+34.5788613,-093.1469148",0.795859003401505,0.599330192309332,0.569680991650233,0.394490321617536
0.488519270296283,05053,"AR, Grant","+34.2880633,-092.4239843",0.554373162278578,0.413438226494007,0.619024386029782,0.367241306382765
0.640121282472514,05055,"AR, Greene","+36.1199223,-090.5652409",0.639093060058527,0.610074207372989,0.640276610299711,0.67104125215883
0.671184394550012,05057,"AR, Hempstead","+33.7286109,-093.6658093",0.727098931600427,0.667394782365812,0.790655503559913,0.499588360673894
0.609867059432195,05059,"AR, Hot Spring","+34.3151767,-092.9441474",0.774277230313142,0.660327063971033,0.716499956919462,0.288363986525143
0.544514070748828,05061,"AR, Howard","+34.0831786,-093.9909884",0.81458333362046,0.570695451140199,0.557514680390816,0.235262817843838
0.579249971953433,05063,"AR, Independence","+35.7374992,-091.5599423",0.663268877577958,0.504403327564106,0.596250568992535,0.553077113679134
0.510935934166616,05065,"AR, Izard","+36.0948792,-091.9136252",0.73531757529813,0.562910809299406,0.482715316082957,0.262800035985972
0.704101418725554,05067,"AR, Jackson","+35.5966053,-091.2231780",0.903887222680927,0.59868054432003,0.817762853965469,0.49607505393579
0.688327225596065,05069,"AR, Jefferson","+34.2776955,-091.9307012",0.894328127552586,0.590861010914419,0.670544510212911,0.597575253704346
0.672186272261713,05071,"AR, Johnson","+35.5733586,-093.4663223",0.731455289965088,0.652516413856614,0.755403155633371,0.549370229591778
0.625519710355564,05073,"AR, Lafayette","+33.2406596,-093.6116427",0.859266095875432,0.61881638407582,0.700263204987431,0.323733156483576
0.663261701948892,05075,"AR, Lawrence","+36.0410983,-091.1011529",0.738401037711059,0.58574188914023,0.717909413201525,0.610994467742753
0.67236186379809,05077,"AR, Lee","+34.7797500,-090.7792884",0.943158925365441,0.57713129230645,0.712177511377497,0.45697972614297
0.650592696494746,05079,"AR, Lincoln","+33.9576649,-091.7276236",0.795983338864613,0.743229705388365,0.757620514183096,0.305537227542911
0.592083722621713,05081,"AR, Little River","+33.6994970,-094.2297740",0.81246763466408,0.480562362204545,0.637969066180353,0.437335827437873
0.583354092000899,05083,"AR, Logan","+35.2185495,-093.7205628",0.856349924778809,0.603465867621875,0.533730075948897,0.339870499654015
0.589157727901638,05085,"AR, Lonoke","+34.7551137,-091.8941320",0.669726752506165,0.457064668475832,0.635183716779775,0.594655773844781
0.558873476187224,05087,"AR, Madison","+36.0125452,-093.7240531",0.766977817201952,0.528064899103748,0.663093489036865,0.277357699406329
0.59365998554924,05089,"AR, Marion","+36.2666562,-092.6785880",0.77717938554003,0.570562425316663,0.702775642799192,0.324122488541074
0.690809226291893,05091,"AR, Miller","+33.3055048,-093.9015091",0.881107566011259,0.662319843411064,0.570415000163519,0.649394495581731
0.708967330499178,05093,"AR, Mississippi","+35.7669426,-090.0522086",0.901300512614073,0.641005110107851,0.613137024339773,0.680426674935014
0.693664480431167,05095,"AR, Monroe","+34.6795127,-091.2033140",0.872398368602911,0.666004203040385,0.7792590752448,0.45699627483657
0.551576000754037,05097,"AR, Montgomery","+34.5456518,-093.6641468",0.755941466642849,0.536751624190723,0.699531718630457,0.214079193552117
0.583168729762538,05099,"AR, Nevada","+33.6666991,-093.3050716",0.841211302527449,0.618123339739218,0.612161576347069,0.261178700436417
0.475222794776785,05101,"AR, Newton","+35.9100625,-093.2150843",0.718085444785565,0.391919579783267,0.607454721949489,0.183431432588819
0.654692830325725,05103,"AR, Ouachita","+33.5911582,-092.8784177",0.866348130108126,0.562294382087678,0.702359819169418,0.487768989937679
0.483969476342506,05105,"AR, Perry","+34.9463629,-092.9268772",0.695603297382078,0.523415283540707,0.479582865603246,0.237276458843993
0.730161675494233,05107,"AR, Phillips","+34.4258423,-090.8483856",0.905407610318177,0.708148688302748,0.744396087802265,0.562694315553744
0.53147680517387,05109,"AR, Pike","+34.1581907,-093.6586589",0.739867820470752,0.693075537997191,0.510117880194635,0.182845982032902
0.685060484504342,05111,"AR, Poinsett","+35.5689809,-090.6805953",0.839750006509449,0.633676568362647,0.670737691255043,0.596077671890227
0.630731026993661,05113,"AR, Polk","+34.4909149,-094.2308841",0.776410960199859,0.560064614102247,0.785735764850509,0.400712768822029
0.558081672343256,05115,"AR, Pope","+35.4552965,-093.0315353",0.570210610533414,0.480252004105592,0.615883679372792,0.565980395361227
0.6561874052687,05117,"AR, Prairie","+34.8282250,-091.5571995",0.745835189942317,0.662117015548414,0.723992057666309,0.492805357917758
0.582905604443546,05119,"AR, Pulaski","+34.7739877,-092.3165149",0.579333250607064,0.433123551649715,0.606132078255533,0.713033537261873
0.647704601342517,05121,"AR, Randolph","+36.3412985,-091.0284409",0.799857685480244,0.529818578548435,0.735265094341639,0.525877046999749
0.729429603156294,05123,"AR, St. Francis","+35.0144383,-090.7421993",0.889711658856286,0.688313036878153,0.782910890716144,0.556782826174593
0.494483630690447,05125,"AR, Saline","+34.6485246,-092.6744630",0.48922292291907,0.42017970180045,0.594082805598256,0.47444909244401
0.643914135730887,05127,"AR, Scott","+34.8588693,-094.0636413",0.81389217020693,0.718335411249584,0.728110926964369,0.315318034502663
0.562024872691075,05129,"AR, Searcy","+35.9096596,-092.6993507",0.809386385401567,0.484615291960656,0.696328029836666,0.257769783565413
0.606235078129033,05131,"AR, Sebastian","+35.1969808,-094.2749890",0.627660709051083,0.59247548433721,0.435787187212921,0.769016931914916
0.611860353157803,05133,"AR, Sevier","+33.9946083,-094.2432898",0.787311683238713,0.590479916543835,0.680473939633791,0.389175873214873
0.638215879087979,05135,"AR, Sharp","+36.1733989,-091.4710689",0.860682185469045,0.5114198201875,0.751161562237336,0.429599948458033
0.511619498750485,05137,"AR, Stone","+35.8569888,-092.1404941",0.863826949586457,0.364722155976298,0.607924323850624,0.21000456558856
0.6728642162843,05139,"AR, Union","+33.1682186,-092.5981447",0.753006817791943,0.618154755721925,0.664725830096958,0.655569461526372
0.551661069923512,05141,"AR, Van Buren","+35.5829588,-092.5159772",0.683010066710615,0.518976322126004,0.626623237761283,0.378034653096146
0.512770703078042,05143,"AR, Washington","+35.9712088,-094.2184168",0.500950633466844,0.473194677430122,0.50628277387572,0.570654727539481
0.550206641604595,05145,"AR, White","+35.2547221,-091.7531583",0.670252326234523,0.548080374373837,0.595964144038699,0.386529721771321
0.609026856463057,05147,"AR, Woodruff","+35.1890710,-091.2444178",0.732226191647212,0.614835456142955,0.607521589895802,0.481524188166261
0.610016336524207,05149,"AR, Yell","+34.9977133,-093.4083032",0.793639427012842,0.64256577002045,0.564028682799636,0.439831466263898
0.370778788427697,06001,"CA, Alameda","+37.6480811,-121.9133039",0.152572012291524,0.492640099788683,0.195715517895281,0.642187523735301
0.505761599904503,06003,"CA, Alpine","+38.6176096,-119.7989986",0.48605184359236,0.610554352630836,0.48333544436078,0.443104759034034
0.468338502602962,06005,"CA, Amador","+38.4435501,-120.6538563",0.363899548732372,0.520957012961565,0.361238491708961,0.627258957008952
0.54264471675914,06007,"CA, Butte","+39.6659588,-121.6019188",0.417253094266451,0.654786520680097,0.381913963792981,0.716625288297032
0.407827131165142,06009,"CA, Calaveras","+38.1878437,-120.5551154",0.353461082631941,0.462742563502025,0.347748998380588,0.467355880146016
0.564312832461088,06011,"CA, Colusa","+39.1777385,-122.2375629",0.419961028514099,0.795453391052236,0.42106709483029,0.620769815447725
0.38868840268885,06013,"CA, Contra Costa","+37.9194790,-121.9515431",0.17219549108272,0.479500143268144,0.261956171480589,0.641101804923945
0.549875806722696,06015,"CA, Del Norte","+41.7499033,-123.9809983",0.64270838438529,0.875731500030726,0.383570542240847,0.297492800233922
0.41479145367645,06017,"CA, El Dorado","+38.7855320,-120.5343981",0.241621422091399,0.452200668580738,0.39713649857775,0.568207225455911
0.645365740897153,06019,"CA, Fresno","+36.7610058,-119.6550193",0.537443810194843,0.874505028455985,0.302678454792607,0.866835670145176
0.610314810525901,06021,"CA, Glenn","+39.6025462,-122.4016998",0.386715986366819,0.769661652717701,0.498440745955031,0.786440857064052
0.432342346768574,06023,"CA, Humboldt","+40.7066731,-123.9258181",0.405186673939689,0.602365797439203,0.359646886613898,0.362170029081506
0.659072933614451,06025,"CA, Imperial","+33.0408155,-115.3553946",0.509468749611934,0.908881958308785,0.491929644786909,0.726011381750174
0.429052223440255,06027,"CA, Inyo","+36.5619770,-117.4039269",0.282129813880165,0.508078499074381,0.368855280628836,0.55714530017764
0.6390469021463,06029,"CA, Kern","+35.3466288,-118.7295064",0.569676424357212,0.83569898090515,0.31680244759604,0.8340097557268
0.587790753599731,06031,"CA, Kings","+36.0724780,-119.8155301",0.478304166678845,0.872317647259625,0.311931544750457,0.688609655709997
0.600384475082345,06033,"CA, Lake","+39.0948019,-122.7467569",0.673426789209779,0.789700058083867,0.466974762752809,0.471436290282927
0.465006731915767,06035,"CA, Lassen","+40.7210889,-120.6299314",0.399277976024489,0.609838692323275,0.42766903928405,0.423241220031252
0.556656010259721,06037,"CA, Los Angeles","+34.1963983,-118.2618616",0.265063388784215,0.750796119513859,0.210764532740809,1
0.596751468345907,06039,"CA, Madera","+37.2100387,-119.7498519",0.435952943667279,0.779708406715136,0.421922476808571,0.749422046192642
0.327803316415924,06041,"CA, Marin","+38.0518169,-122.7459738",0.139710612112939,0.38193418538307,0.328082235156012,0.461486233011675
0.467305730427292,06043,"CA, Mariposa","+37.5700335,-119.9128599",0.457532735274262,0.462855680030614,0.467535064386613,0.481299442017679
